# dphiHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      113.02876     0.26707757       105.3443     0.26900895      120.11035     0.32488421
            0.2      112.32002     0.27167667      104.70252     0.26985353      119.02912     0.32432524
            0.4      111.35467       0.265704      104.21786     0.41266545      118.04674     0.32179052
            0.6      110.41653     0.26144073      103.07946     0.25516149        117.064     0.31990772
            0.8      111.03345     0.26820955      103.84037     0.28209036      117.55586     0.32491051
              1      113.26172     0.28863502      106.10223      0.3199753      119.70189      0.3257021
            1.2      116.26468     0.27531496      109.06857     0.30915244      123.05969     0.33594832
            1.4       122.2026     0.28008574      114.62744     0.28009906      129.23008     0.34043624
            1.6      129.79648     0.31472001      121.88066     0.29281388      136.97397      0.3557205
            1.8      141.41148     0.32686844      132.66423      0.3023964      148.95429     0.36831276
              2      155.29787     0.31752599      146.29247     0.31135062      163.55332     0.38688206
            2.2      173.69735     0.33963411      163.93537     0.32528075      182.97041     0.42060679
            2.4      197.39893     0.37653528      186.97925     0.38752508      207.03133     0.46193478
            2.6       223.5205     0.40446054      211.85932     0.40220557      234.64724     0.48744212
            2.8       250.3837      0.4148752      237.34302     0.44391301      262.33212     0.51358141
              3      187.52321     0.38234339      178.38139     0.38161879       195.4987     0.44551387
            3.2      187.52321     0.38234339      178.38139     0.38161879       195.4987     0.44551387
