#        etatop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      4.4247696    0.056706499      4.1085658    0.055319739      4.8343411    0.070136295
           -3.8      6.4223506    0.069952407      6.0312594    0.079546827      7.0285833     0.12436344
           -3.6      9.0120949     0.10525399      8.3524146     0.13428421      9.7464954     0.10035106
           -3.4      12.702315     0.10525849      11.764132     0.09064479      13.683123     0.11799886
           -3.2      17.697817     0.11508426       16.52229     0.11240754      19.068079     0.14446955
             -3      23.438393     0.13257926      21.954793      0.1399504       25.08574     0.15793064
           -2.8      30.784293     0.14467104       28.68322     0.14589203      32.931195     0.17892157
           -2.6      39.829428     0.19816316      37.295563      0.1916627      42.398609     0.20538466
           -2.4      49.182415     0.19366837      46.155724     0.19187836      52.090069     0.22652475
           -2.2      58.735199     0.19963623      55.183946     0.19393865      62.165278     0.24188393
             -2      68.847543     0.21076807      64.735855     0.21707316       72.97433     0.25894391
           -1.8      78.377773     0.23160679      73.776649     0.23966693      82.683635     0.27510062
           -1.6      86.366584     0.23960293      81.308425     0.23738942      91.066648     0.28994046
           -1.4      92.749972     0.24524388       87.39895     0.24301071      97.580341      0.2966438
           -1.2      97.247339     0.24992222      91.804621     0.24677911      101.85829     0.30496536
             -1      99.492673     0.25600647      93.889633      0.2593102      104.30362     0.30652612
           -0.8      100.08492     0.25264973      94.516131     0.24797951      104.73922     0.30671918
           -0.6       100.5996      0.2522762       95.00557     0.24750733       105.1368     0.30856743
           -0.4       99.71045     0.24998694      94.189074     0.24186673      104.23767     0.30793753
           -0.2      99.245215     0.25206729      93.834539     0.24934328      103.57766     0.30551701
              0      99.045382     0.25503001      93.637836     0.25707819      103.50456      0.3062587
            0.2      100.03091     0.25637209      94.454522     0.25906815      104.78891     0.31670914
            0.4       99.99111      0.2500502      94.291876     0.24199945      104.81312     0.30740635
            0.6      100.23026     0.25032655      94.490444     0.23927758      105.26433     0.30906435
            0.8        99.5327     0.25910993      93.992035     0.26196113      104.35104     0.31436461
              1      97.539573     0.25655532       92.08866     0.26173874      102.16547     0.30694649
            1.2      92.518663     0.24532683      87.191561      0.2359362      97.263427     0.29959529
            1.4      86.574267     0.23462285      81.453685     0.22360149      91.374637     0.29082984
            1.6      78.585547     0.25655472      73.960427     0.25818924       82.67439     0.28114232
            1.8      69.183053     0.21928397      64.866778     0.22873986       73.39982     0.27364398
              2      59.135586     0.21811539      55.486037     0.22500606      62.818656     0.26122131
            2.2      49.036466     0.18790902      45.967089     0.18684899      52.130165     0.23220593
            2.4      39.550473     0.18726706      37.502638     0.19792063      42.049779     0.20338801
            2.6      30.872971     0.15252033      28.877142     0.18401833      33.013777     0.18906442
            2.8      23.339218     0.13716728      21.725474      0.1297046      24.966325      0.1636289
              3      17.465847      0.1638644      16.169384     0.11080177      18.657419     0.13987682
            3.2      12.658939     0.10227927      11.918863     0.11122185      13.566868     0.11919772
            3.4      9.1779149    0.094579858      8.5155769    0.085149202      9.8024289     0.10144822
            3.6       6.356908    0.069093632      5.7603592     0.12623415      6.8296686    0.086657062
            3.8      4.4356378    0.066837814       4.136235    0.077188591      4.7360969    0.071744581
              4      4.4356378    0.066837814       4.136235    0.077188591      4.7360969    0.071744581
