#  R_yHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      20.487295     0.11172223      19.058347     0.10922236       21.77162     0.13879415
            0.2      57.153677     0.18648949      53.265776     0.18267014      60.690932     0.23445698
            0.4      84.987133       0.239665       79.70034      0.4033957      89.901228      0.2821402
            0.6      102.96963     0.25221753      96.211864     0.24478322      109.08789     0.30915712
            0.8      113.85732     0.26942523      106.48378     0.26837908      120.46068     0.32653547
              1      120.09518       0.284811      112.45916     0.30297037      126.83945     0.33646017
            1.2      124.70052     0.28847892      117.08101     0.30116065      131.45281     0.34185661
            1.4        129.203     0.28352134      121.08758     0.28062401      136.73477     0.34943656
            1.6      134.77112     0.30735285      126.78218      0.3527125       142.1785     0.36600002
            1.8      143.07942     0.30504319       134.3949     0.30394765      150.93102     0.36967671
              2      154.21426     0.35406189      144.91654     0.30623249      162.15133      0.3851368
            2.2      169.27367     0.33471901      159.59415     0.32324814      178.27721      0.4043365
            2.4      189.33332     0.35823373      178.99192     0.35807058      199.06324     0.43974441
            2.6      213.75998      0.3988435      202.57212     0.39836397      224.07016     0.47781353
            2.8      240.48456     0.40924942      227.88648     0.41875839      252.25696     0.49047727
              3      234.74946      0.4058762      222.96018     0.42249037      245.57773     0.51849135
            3.2      79.427239     0.26149415      74.874507     0.25047193      83.547093     0.28624685
            3.4      30.738195     0.14609161      28.714592     0.14429727      32.677884     0.17543187
            3.6       13.71531     0.10495015      12.540717     0.14803459      14.924694     0.11797891
            3.8      6.3147413    0.073873871      5.7570655    0.074856303      6.9375946    0.081373248
              4       3.010275    0.045488337      2.7241046    0.044095128      3.3206708    0.053257059
            4.2      1.3891352    0.031854495      1.2456309    0.030446853      1.5496637    0.036510598
            4.4     0.69322089     0.02501211     0.58083614    0.028801742     0.76403181    0.024987548
            4.6     0.28455378    0.013471365     0.24665212    0.011844274     0.33270085    0.016703252
            4.8     0.12088796   0.0081489239     0.10417532   0.0071498947     0.14259398     0.01022407
              5     0.12088796   0.0081489239     0.10417532   0.0071498947     0.14259398     0.01022407
