# R_etattbarHig        central        num_err    min (scale)        num_err    max (scale)        num_err
# gs
              0      3.2804044    0.038708429      2.7886825     0.03346008      3.7598783    0.047980315
            0.2      9.6767651    0.066718388      8.2243256    0.057890395      11.119925    0.079982631
            0.4      15.426789    0.084945466       13.16974    0.074927177      17.644822     0.10005935
            0.6      20.667654    0.098019808      17.669504    0.085729697      23.634215      0.1163173
            0.8      25.843407     0.11075909      22.170355    0.098479257      29.496965     0.13035372
              1      30.466427     0.12429203      26.291938     0.11733205      34.543227     0.14268484
            1.2      35.456498     0.13111844      30.687298     0.11882637      40.193831     0.15288599
            1.4       40.98673     0.14114553      35.695856     0.12717071       46.17504     0.16478239
            1.6      47.766988     0.15452128      41.888429     0.13804607      53.469797      0.1848206
            1.8      56.721661     0.16983513      50.207954     0.15778765      62.912623     0.19545315
              2      69.464357     0.18817368      62.197486     0.17278927      76.129375     0.21767795
            2.2      88.293145     0.22655972      80.095518     0.23506291      95.290592     0.24710655
            2.4      118.46826     0.25570939      109.01725     0.24715189      125.91306     0.29147283
            2.6      173.42287     0.32113458      161.96244     0.31263986      181.61005     0.35064712
            2.8      289.21937     0.43179143      274.48865     0.42900889      298.70843     0.48095052
              3      544.87677     0.61863723       525.2756     0.64321029      563.50426     0.77331489
            3.2      310.01194     0.49801962      299.95318     0.61258143      322.63179     0.62745458
            3.4      172.24905     0.37747987      165.83292     0.37768248      179.04359     0.45353534
            3.6      104.40386     0.30050574      100.07487     0.29619513      109.07406     0.34574445
            3.8       65.72748      0.2342076        62.9892     0.26424398      68.481117     0.27134332
              4       43.39506      0.1874922      41.465071     0.19547833      45.372833     0.22038665
            4.2      29.356251     0.14498342      28.030026     0.14595323      30.745962     0.18297771
            4.4      20.217883     0.11730836      19.288887     0.11113862      21.143539     0.14815161
            4.6      14.555334     0.10554293      13.878525      0.1099198      15.242091     0.12596872
            4.8       10.30807    0.087190568       9.832814    0.086559468      10.847166     0.10617267
              5       10.30807    0.087190568       9.832814    0.086559468      10.847166     0.10617267
