#       dyttbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      0.9463336     0.04341747     0.81051218    0.046682339      1.1236202    0.039078789
           -3.8      1.4639736    0.040989195      1.2542742    0.040628393      1.7384213    0.041921697
           -3.6      2.0006013    0.053535144      1.7274188    0.055596435       2.329604    0.050764363
           -3.4      2.9096586    0.049483987      2.5269046     0.04718743      3.3737707    0.055033641
           -3.2      4.3028496    0.053065621      3.7146427    0.050511386       5.059001     0.10235901
             -3      6.0719588    0.073183913       5.369211    0.071077402      6.8974242    0.080188459
           -2.8      8.5043993    0.075378058      7.5902294    0.070719212      9.5301723    0.088595316
           -2.6      11.922631    0.087987649      10.770038    0.082593747      13.170131      0.1054105
           -2.4      16.971325     0.10444745      15.436965    0.098924879      18.582382     0.12670911
           -2.2      23.903806     0.12226866      21.922916     0.11325851      25.928058     0.14885901
             -2      33.327018     0.14838471      30.927515     0.15888304      35.669281     0.17622454
           -1.8      45.586053     0.18487597      42.464249     0.17904522      48.490542     0.21633863
           -1.6      60.626985     0.20259397      56.786569     0.19732962      63.865887     0.24198469
           -1.4      79.415071     0.23700355      74.721299     0.24268705      83.634489     0.29106522
           -1.2      99.944991      0.2596651      94.319258      0.2544926      104.72932     0.30996082
             -1      121.67034     0.28270356       114.9673     0.29464324       127.1617     0.34268067
           -0.8      142.52346      0.3065117      134.97904     0.30133172      149.39703     0.37121233
           -0.6      161.42251     0.32182243      153.01752      0.3273621      168.85583     0.39569881
           -0.4      175.33856     0.33830078      166.35957     0.38503614      183.35925     0.41610555
           -0.2      184.77354     0.38302712      174.75203      0.4848369      194.34752      0.4447462
              0      184.35662     0.36432562      174.30329     0.33954088      193.76937     0.43981744
            0.2       175.2138     0.34114406      166.13225      0.3469779      183.55005     0.41324942
            0.4      160.42208     0.31748731      152.13889     0.31329051      167.64836      0.3950658
            0.6      142.66709      0.3255154      135.46764     0.35160072       148.9174     0.38072478
            0.8      122.03871     0.28813556      115.25694     0.31350099      127.74412     0.34654239
              1      99.632991     0.26095761      94.132417     0.25103864      104.22163      0.3130859
            1.2      79.589154     0.25026346      74.802337     0.23170546      83.622313     0.27679242
            1.4      60.990591     0.21889743      57.236744     0.22979248      64.259948      0.2408965
            1.6      45.744266     0.17672378      42.623943     0.17463137      48.554354     0.20837183
            1.8      33.361788     0.14558808       30.81031     0.13874484      35.769271     0.17611773
              2      23.755214     0.12654744      21.928569     0.12890749      25.588293     0.14905615
            2.2      16.820415     0.10291936      15.316849    0.095661763      18.389979     0.12515286
            2.4      11.925109    0.086351054       10.73344    0.078735577      13.192659     0.10381055
            2.6      8.4841303    0.085095337      7.6051228     0.08572838      9.5450705    0.095832267
            2.8      5.9461702    0.065634877       5.169824      0.1197809      6.7676068    0.074473993
              3       4.356535    0.097090435      3.7651429    0.062088824      5.0399454     0.14799701
            3.2      2.8991825     0.04800517      2.5118628    0.045588793      3.3727626    0.053738916
            3.4      1.9949673     0.03934483      1.7111758    0.036212955      2.3439659    0.044350473
            3.6      1.3716389    0.044953671      1.1753742    0.045806515      1.6330777    0.043961704
            3.8     0.92178579    0.032925634     0.78088398    0.032313292      1.1004139    0.034018617
              4     0.92178579    0.032925634     0.78088398    0.032313292      1.1004139    0.034018617
