#      etaHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      3.9545724    0.060877607      3.6920104     0.05289677       4.166335    0.064367631
           -3.8      5.7503652    0.064546821      5.4153373    0.065724468      6.0593539    0.081528281
           -3.6      8.4768047     0.10129598       7.924422    0.088142407      8.9531909     0.11947265
           -3.4      11.663546    0.096529012      11.007855      0.1034792      12.319818     0.11232004
           -3.2      16.459612     0.10904604      15.531571     0.11824607       17.58128     0.15977219
             -3      22.141564     0.14789578      20.865566     0.12537979      23.202288     0.15001628
           -2.8      29.061562     0.14208006      27.576557     0.13810093      30.473513     0.17933052
           -2.6      37.327868     0.16181918      35.440361     0.16731475      39.183168     0.19792156
           -2.4      47.003741     0.19658441      44.430733     0.20333544      49.280919     0.21924468
           -2.2      56.975446     0.19740892      53.882021     0.20810679      59.883765     0.23772953
             -2      67.231621     0.21177168      63.405278     0.22542261      70.793463     0.25810687
           -1.8      76.921438     0.21981071      72.429541     0.20808101       81.18486     0.27225034
           -1.6       85.04034     0.24532262      80.300801     0.26179742      89.230517     0.29075836
           -1.4      93.068892     0.24594069      87.559799     0.24215033      98.057197     0.30009732
           -1.2      98.202565     0.24917882      92.411514     0.23674429      103.45334     0.30620282
             -1      101.73587     0.25791566      95.738022     0.25683274      107.00586     0.30971149
           -0.8      103.65924     0.26415281      97.364721      0.2645452      109.35452     0.31248538
           -0.6      103.58654     0.25898176      97.263987     0.25172614      109.23459     0.31226465
           -0.4       103.6505     0.26608723      97.262299      0.2485071      109.29062     0.31216069
           -0.2      103.80763     0.26022871         97.362     0.26031567      109.60453     0.31175135
              0      103.83019     0.25993119      97.463409     0.25555509      109.57159     0.31335476
            0.2       103.7244      0.2679004      97.524681     0.27610884      109.13087     0.31351113
            0.4      103.50056     0.25547009      97.146952     0.24571526      109.18247     0.31247569
            0.6      103.17212     0.25426789      96.852739     0.24178054      108.97362     0.31293296
            0.8      101.46412     0.27656274      95.251925     0.27882241      107.23118     0.32550807
              1      98.397182     0.26186756      92.596696     0.27342568       103.6506     0.30908726
            1.2      92.911411     0.25558346      87.512637     0.25043899      97.771545     0.31204223
            1.4      85.918726     0.24773586      81.094763     0.25611032      90.290923     0.29420202
            1.6      76.972824     0.22882541       72.61656     0.23316439      81.025092     0.27718839
            1.8       67.20929     0.24442329       63.25817     0.23355142      70.532888     0.26800995
              2      57.057803     0.22005889      53.641582     0.20223906      60.304206     0.24255603
            2.2      47.142901     0.17925779      44.428537     0.17325694      49.694283     0.22253103
            2.4      37.475972     0.16998679       35.75916       0.173389      39.508864     0.23948644
            2.6      29.056014     0.14524725      27.603854      0.1365109      30.659374     0.19462672
            2.8      22.132891      0.1428679      20.854609     0.17267729      23.213535      0.1554422
              3      16.189065     0.12115612      15.378889     0.12245061      17.060744     0.14156903
            3.2      11.848967    0.092916541      11.074693     0.11069697      12.550277      0.1147857
            3.4      8.4521354    0.092287928      7.8914862     0.12819482      8.7956275    0.095995805
            3.6      5.6895123    0.078343724      5.3875553    0.068616004      5.9835194    0.080445353
            3.8      4.1168007    0.057483249      3.9291843    0.057714649      4.3512298    0.069939279
              4      4.1168007    0.057483249      3.9291843    0.057714649      4.3512298    0.069939279
