#       etatbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      4.1669902    0.062215443      3.9189209    0.054294174      4.4887647    0.067568186
           -3.8      6.0177999    0.083630696      5.6084544    0.076480885      6.4314891    0.080245837
           -3.6      8.6189177    0.085061623      8.0468308    0.087775024      9.1747187    0.097773362
           -3.4      12.123655    0.091459764       11.41354     0.12570058      13.011752     0.11248957
           -3.2      16.942567     0.11285383      15.766111      0.1589604      18.122719     0.13350602
             -3      22.627149     0.14006892       21.27054     0.14128696      24.119901     0.16699217
           -2.8      30.094087     0.15266974      28.298285     0.16700048      31.984016     0.17774203
           -2.6      38.704074     0.17104664      36.247858     0.16147885      40.911309     0.20910831
           -2.4      48.333231     0.18851302      45.296076     0.17716463      51.270002     0.22173133
           -2.2      58.463915     0.20398202      55.058249     0.20452391        61.9674     0.25755252
             -2       68.67179     0.22579843       64.53402     0.20536424      72.491857     0.25819248
           -1.8      78.099571     0.22542188      73.470374     0.22039893      82.422451     0.27484525
           -1.6      86.925842     0.25513516      81.943314     0.25841041       91.39996     0.29049943
           -1.4      92.816914     0.24238944      87.427356     0.23184039      97.578432     0.29808155
           -1.2      97.974024      0.2600593      92.483877     0.27106613      102.71732      0.3063881
             -1        100.859     0.26383617      95.174168     0.27537297       105.8371     0.30870029
           -0.8      101.08412     0.25356343       95.35324     0.24879879      106.07548     0.30910497
           -0.6      101.67116     0.25292622      95.858716     0.24672168      106.76178     0.30940753
           -0.4      100.80182     0.25869943      95.027385     0.27955837       105.5828      0.3093676
           -0.2      100.44343     0.25180361       94.76949     0.24595195      105.10847     0.30685734
              0      100.32188     0.26514623      94.661326     0.26855265      105.07948      0.3098505
            0.2      100.99151     0.25990712      95.314414     0.25791111       105.7974     0.30984467
            0.4      101.52508       0.253138      95.792021     0.24279626      106.31687     0.30987377
            0.6       101.4201     0.25651493      95.624619     0.25263694      106.52351     0.33733173
            0.8      100.36448     0.26860412      94.675518     0.27816429      105.39889     0.32026512
              1      97.649235     0.25770372      91.936547      0.2619696      102.75811     0.30675601
            1.2      93.053814     0.25433936       87.72822     0.26581284      97.796172     0.30218161
            1.4      86.830509     0.23930498      81.694166     0.23405714      91.705131     0.29283225
            1.6      78.561806     0.22689542      73.811595     0.21698624      83.055938     0.27947384
            1.8      68.756009      0.2152704      64.658127     0.21279031      72.641236     0.26440109
              2      58.740565     0.20941832      55.272706     0.20878544      62.299042     0.25585239
            2.2       48.08521     0.18049443      45.006059     0.18135565       51.15038      0.2228797
            2.4      38.611742     0.17648176       36.12849     0.18545451      41.132567     0.22088849
            2.6      30.125081      0.1836998      28.467363     0.34998866      31.829329     0.18658137
            2.8       22.79347     0.13220186      21.258407     0.23192735      24.363864     0.15790911
              3      16.886911     0.11313557      15.821695     0.12855167      17.984494     0.13678404
            3.2      12.276976     0.14932145      11.398615    0.091298441       12.96426     0.11667648
            3.4      8.6252288     0.10465077      8.1268534     0.11949196      9.4280824      0.1222255
            3.6      6.0006346    0.077594022      5.5756282    0.059040648      6.5211228     0.11552894
            3.8      4.0411936    0.070647242      3.8129456    0.082836301      4.3937343    0.070369649
              4      4.0411936    0.070647242      3.8129456    0.082836301      4.3937343    0.070369649
