# detaHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      3.6964591    0.051996267      3.4078956    0.052959003      4.0162494    0.059344321
           -3.8      4.8779761    0.056111349      4.4925184    0.053161757      5.2867211    0.067899531
           -3.6      6.3846535    0.073013657      5.9623343    0.081510723      6.7976466    0.079709854
           -3.4      8.3587225     0.07487488      7.7332097     0.07260381      9.0371979    0.090031847
           -3.2      10.740815    0.087316194       9.988717    0.088102053      11.468549     0.10101963
             -3      13.814192     0.10323676      12.861951     0.10822146      14.733863      0.1154625
           -2.8      17.838534     0.11598265       16.62399     0.11859012      19.015774     0.13125656
           -2.6        22.4511     0.12474038      20.929333     0.12137446      23.962468     0.14891525
           -2.4      28.407364     0.13830133      26.419863     0.16784175      30.313061     0.16559522
           -2.2      35.549168     0.15486886      33.294807     0.15170796      37.657185     0.18541259
             -2      44.031913     0.18099201      41.383698     0.17579095      46.541661     0.22046076
           -1.8      54.204626     0.19080904      50.952272      0.1865772      57.366158      0.2659854
           -1.6      66.679272     0.22047368      62.839479      0.2349469      70.308424     0.25925249
           -1.4      79.816391     0.24680627      75.154989     0.22306844       83.79176       0.278826
           -1.2      94.699758     0.25036842      89.042556     0.26870375      99.776012     0.31068723
             -1      110.19315      0.2855384      104.09733     0.30832819      115.73458     0.33006379
           -0.8      125.60487     0.29274379      118.63633     0.30380101       131.7603     0.35032863
           -0.6      139.57915     0.30413557      131.94675     0.30687532      146.39652      0.3715997
           -0.4      150.54334      0.3119147      142.26252      0.3121928      157.91501     0.38216887
           -0.2      156.19499      0.3281762      147.40019      0.3228616      164.09238     0.39331133
              0      156.77859     0.32801534      148.07931     0.46611423      164.71885     0.39195629
            0.2      150.26029     0.31922932      141.95914     0.31227642      157.88134     0.38382628
            0.4      139.60918     0.30970131       131.9814     0.35399208      146.13279     0.36950835
            0.6      126.06774     0.30201666      118.87538     0.29109487      132.60621     0.35489423
            0.8      110.09556     0.28524524      103.79477     0.27105774      115.61292     0.33974336
              1      94.503631     0.25764071      88.979545      0.2443438      99.592018     0.32801114
            1.2      80.375877     0.26766326      75.661953     0.23670873      84.310131     0.29244544
            1.4       65.76869     0.20491465      61.808205     0.19402447       69.40825     0.25358162
            1.6      54.327612     0.19313772      51.261997     0.21006922      57.235262     0.23004354
            1.8      44.238347     0.17755527      41.466201     0.17600468      46.963982     0.20870504
              2      35.326271      0.1572304      33.107209      0.1559252      37.407817     0.18679458
            2.2      28.252038     0.13784316      26.379579     0.15056484      29.961162     0.16719662
            2.4      22.353548     0.12020067      20.849058     0.11567253      23.741414     0.14627849
            2.6      17.671948     0.11524883      16.444189     0.11350318       18.90895      0.1343044
            2.8      13.904245    0.098256712      12.942149    0.095673893        14.9015     0.11685717
              3      10.842213    0.091729371      10.055519    0.095048487      11.682533     0.10256133
            3.2      8.3815988    0.075165491      7.7714492    0.078603294      9.0305639    0.089004738
            3.4       6.374604     0.06490182      5.8955619    0.060981366      6.8578142    0.078313551
            3.6      4.8057343    0.054736953      4.4066865    0.050780047      5.2423422    0.067268577
            3.8      3.7361286    0.050996228      3.4049447    0.050207824      4.0385779    0.061479843
              4      3.7361286    0.050996228      3.4049447    0.050207824      4.0385779    0.061479843
