#  detaHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      3.6498956    0.049141528      3.3752279    0.046974338      3.9368242     0.05883409
           -3.8      4.8807196      0.0624188      4.4954292     0.06001628      5.2890532    0.071647947
           -3.6      6.5143863    0.068652738      6.0194186    0.066699013      7.0287253    0.080273404
           -3.4      8.4699915    0.077778567      7.8653987    0.082296591      9.1133913    0.090626328
           -3.2      10.694044    0.084523163      9.9115683    0.080767288      11.504263     0.10194893
             -3       13.91499    0.095960782      12.925767      0.0904025      14.912239     0.11599908
           -2.8       17.66399     0.10584475      16.435843    0.099363924      18.896568     0.12982825
           -2.6      22.506014     0.12050191      20.983927      0.1149448       24.09919     0.16816139
           -2.4       28.40107     0.13872106      26.515679     0.13815265      30.164346     0.16576664
           -2.2      35.249262     0.15551392      33.034605     0.15595679      37.308334     0.18601916
             -2      44.140607     0.18380836      41.436168     0.18660358       46.62521     0.21116515
           -1.8      54.551482      0.1960624      51.152502     0.18662372      57.635539     0.23011699
           -1.6      66.300275     0.20994406       62.43267     0.22976999      69.829909     0.25495267
           -1.4      79.605091     0.24066471      75.064403     0.25024346      83.812107     0.28047012
           -1.2      95.227887     0.26512788      89.792165     0.26123507      100.35926     0.31915019
             -1      109.88305     0.27293336      103.70059     0.28909975      115.49608     0.32895729
           -0.8      126.26152     0.28873729      119.01723      0.2871951      132.88867      0.3613832
           -0.6      139.41676     0.30563714      131.61367     0.29051802      146.30507     0.37480648
           -0.4      150.05358     0.31280958      141.80651     0.30824819      157.52043     0.38516545
           -0.2      156.14365     0.32587859      147.69947     0.45265577      163.76167     0.38972469
              0      156.50438     0.32203739      148.08387     0.36351408       163.9713     0.38935836
            0.2      150.66847     0.31523692      142.32147     0.31988114      158.26871     0.38859816
            0.4      139.47696     0.31433744      131.58847     0.31207136      146.32312     0.36934068
            0.6      126.00587     0.30867177      119.04907     0.34947237      132.08782       0.351679
            0.8      110.57614     0.27707773      104.13814     0.28767487      116.28952     0.33779222
              1       94.65963     0.28140954      88.976468     0.25829642       99.47161     0.31177565
            1.2      79.944691     0.23518275      75.303202     0.23422504      84.149565     0.28709805
            1.4      66.328093     0.22520509      62.474989     0.22859157      69.922741     0.25471952
            1.6      54.357469     0.20015915      51.224453     0.19745888      57.439193     0.26560332
            1.8      44.219633     0.17040155      41.477557     0.16963635      46.680736      0.2074317
              2       35.52684     0.19373471       33.19737     0.15219856      37.382448     0.18912439
            2.2      28.123214     0.13538982      26.274381     0.13129484      29.942069     0.16515835
            2.4      22.171319     0.11853505      20.664225     0.11087188      23.683265     0.14641759
            2.6      17.710578     0.10759841      16.455523     0.10740559        18.9533     0.13018947
            2.8      13.948687    0.096702501      12.938268    0.093422355      14.980179     0.11607463
              3      10.663872    0.087738196      9.8600654    0.093214882      11.526564      0.1037353
            3.2      8.2334773    0.077232826      7.6548693    0.074860673      8.8079415    0.090762654
            3.4      6.2834632    0.065532889      5.8253338    0.064480749      6.7881853    0.078999457
            3.6      4.7658939    0.054707222      4.3899524    0.050727841      5.1500668    0.067478747
            3.8      3.7440287     0.05015996      3.4511539    0.047148252      4.0503311    0.060664043
              4      3.7440287     0.05015996      3.4511539    0.047148252      4.0503311    0.060664043
