#   R_yHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      20.296183     0.11189217      18.912302     0.10721254      21.584892     0.13784415
            0.2      56.910399     0.18722874      53.116768     0.17685178      60.400299     0.23115544
            0.4      84.512648     0.22598949      78.892273     0.22420602      89.627071     0.29552526
            0.6       102.6792     0.26669809      96.010953     0.27043339       108.7242     0.32010095
            0.8      114.04908     0.27895056      106.69278      0.3118427       120.3249      0.3277585
              1      119.95027     0.27905861      112.39047     0.27695661      126.73157     0.34406975
            1.2       124.0992     0.28485464      116.33329     0.27679764      131.21965     0.34110017
            1.4      128.71808     0.28582846      120.77464     0.28417762       135.9879     0.34830706
            1.6       134.8013     0.29417373      126.42032     0.29112853      142.64864     0.35972213
            1.8      142.92808     0.30631139      134.49901     0.30355013       150.8869      0.3692706
              2       154.3213     0.31460455      145.23808     0.30206432      162.70069     0.38444234
            2.2       169.4542     0.33000196      159.99133     0.35625138      178.23868     0.42408384
            2.4      189.87764     0.35918963      179.45111      0.3674477      199.36549     0.42851217
            2.6      214.18778     0.42590322      202.68634      0.4057842      224.17716     0.47643391
            2.8      241.13293     0.42487107       228.9925     0.55441897      252.17612     0.48929495
              3      235.17622     0.40287678       223.1169     0.40366244      246.27469     0.49401741
            3.2      79.209404     0.25140358      74.594503     0.25919992      83.471175     0.28636269
            3.4      30.860093     0.15092845      28.760939     0.15504982      32.962325     0.17913266
            3.6      13.820124     0.12385152      12.650673    0.096125976       15.00035     0.14307039
            3.8      6.3001599    0.064733607      5.7430411    0.060300745      6.9326308    0.078938671
              4      3.0210589    0.055917232      2.7302942    0.056818189      3.3634944    0.060426052
            4.2      1.4108986    0.030473952      1.2664182     0.03450135      1.5912122    0.037141247
            4.4     0.65055401    0.018976019     0.56815565    0.016427754     0.75188957    0.024903074
            4.6     0.29035427    0.015068103     0.26096382    0.014502019     0.32720509    0.016435978
            4.8     0.14601967    0.016780692     0.13122381    0.018284682      0.1612341     0.01469079
              5     0.14601967    0.016780692     0.13122381    0.018284682      0.1612341     0.01469079
