#      R_yttbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      6.2819133     0.14676069      5.3586741    0.093718242       7.271366     0.17497512
            0.2       15.83346     0.10463578      14.185227    0.098564631      17.657798     0.12718295
            0.4      25.110553     0.13419278      22.562061      0.1129644      27.649578     0.15516864
            0.6      33.385086     0.15049336      30.298175     0.15272713      36.604526     0.17339423
            0.8      41.307626     0.15728369      37.552503     0.15555681      45.077246     0.19166946
              1      49.167135     0.17566942      44.852534     0.17249828      53.561424     0.21072099
            1.2      57.204085     0.19004863      52.358209     0.18169681      62.092172     0.22696109
            1.4      67.703218     0.20395768       62.12216     0.20768333      73.190531     0.24656987
            1.6      80.924593     0.24690065      74.654146     0.25490886      87.149435     0.27237817
            1.8      98.130264     0.25382443       91.14971     0.24395119      105.10898     0.29899268
              2      124.33483     0.28810583      115.75778     0.28951308      132.80653     0.33785234
            2.2      160.43989     0.34125069      150.40457     0.31853998      169.53859     0.38588003
            2.4      212.45747     0.38576008      200.69696     0.39054734      222.48073     0.44767851
            2.6      286.60277     0.43230367      272.35647     0.45327255      298.59359     0.52503934
            2.8      377.47329     0.49448276      361.59395     0.61543724      390.26296     0.61146088
              3      418.68404     0.52216113      401.49147     0.53852699      432.42327     0.65245134
            3.2      166.85886     0.35371061      158.18202      0.3557472      174.04649     0.41623892
            3.4      73.258305     0.22027207      68.236689     0.21546925      78.115267     0.26696538
            3.6      35.108925     0.15419663      32.259425     0.14921369      38.210932     0.22621679
            3.8      17.893319      0.1104277      16.108896      0.1026418       19.92137     0.13160496
              4      9.5591735     0.10105339      8.5298559     0.10266567      10.838405      0.1087423
            4.2       5.177616    0.076133629      4.5042287    0.077953177      5.9615967    0.076838822
            4.4      2.8491302     0.05235775      2.4671869    0.050734745      3.3109148    0.057018274
            4.6      1.4718027    0.031692696      1.2364937    0.027133061      1.7772654    0.037334988
            4.8      0.8102471    0.030473494     0.67796401     0.03035544     0.98738896    0.031479679
              5      0.8102471    0.030473494     0.67796401     0.03035544     0.98738896    0.031479679
