#    R_etattbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      3.7233561    0.096541759      3.2169832    0.073554941      4.3640413     0.14118192
            0.2      9.6452385     0.10246017      8.5571952    0.084473649      10.852241     0.13451837
            0.4      15.608012     0.13279915      13.950925     0.10087285      17.190779     0.12662025
            0.6      21.747212     0.12884498      19.530854     0.11327506      23.951411     0.14210852
            0.8       27.91834     0.12892797      25.237596     0.12154544      30.765594     0.15893227
              1      34.982364     0.14913258      31.716055     0.14381628      38.219593      0.1758895
            1.2      42.697281     0.16856288      38.866498     0.16992459      46.663989     0.19652235
            1.4      52.327938     0.18536607       47.96989     0.17511508      56.703763     0.21689036
            1.6      64.859359     0.20021002       59.69133     0.19045095       70.17428     0.24197453
            1.8      81.335648     0.22893855      75.243134     0.22744013      87.084409      0.2717277
              2      104.83142     0.26343185      97.610727     0.25959924      111.98083      0.3108575
            2.2       138.8772      0.3217184      130.02537     0.30127623      146.81694     0.35888261
            2.4      187.15026     0.35689921      176.48463     0.37878661      196.65685     0.42008821
            2.6      255.75475     0.42589575      243.22752     0.43122842      266.04018     0.50038733
            2.8      344.98209     0.47903714      330.60142     0.59997407      356.77766     0.58029539
              3      396.29549     0.50467632      380.01739     0.54201734      408.66007     0.62810001
            3.2      204.78298     0.37853703      194.77684     0.38506722      213.20154     0.46372378
            3.4      120.65414     0.29606501      113.53975     0.28408944       126.8392     0.34298295
            3.6      78.488304      0.2264625      73.260022     0.21973415      83.581724     0.28676782
            3.8      53.009611     0.18655293      49.227358     0.18338644      56.911115     0.26165103
              4      36.422103     0.15428531      33.598258     0.14795004      39.430451     0.18816854
            4.2      25.768852     0.13181606      23.593726      0.1270169      28.091054     0.15666573
            4.4      18.377437     0.11790518      16.781007     0.11437685      20.112097     0.13554224
            4.6      13.284366    0.099121826      12.044716     0.09500415      14.668148     0.11516394
            4.8      9.6223302    0.075555564      8.6429138    0.068013313      10.780716    0.094380524
              5      9.6223302    0.075555564      8.6429138    0.068013313      10.780716    0.094380524
