#   dyHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      0.1158408    0.023938554     0.02470253    0.011504276     0.22667997    0.037987031
           -3.8     0.27316499    0.027311384     0.12765056    0.016884649     0.38330383    0.037205453
           -3.6     0.20204369    0.023455414   0.0024912456   0.0038671504     0.39700792    0.037458428
           -3.4     0.48581695    0.033223304     0.26542912    0.022192277      0.6726296     0.04624678
           -3.2     0.83905392     0.04322309     0.64707707      0.0334898      1.0953081    0.059876138
             -3      2.0686902    0.066006275      1.8003871    0.055904524      2.3936569    0.085312257
           -2.8      3.5236329    0.086452094      3.0616837     0.07354911      4.0930188     0.11038161
           -2.6      5.8784081     0.11221318      5.2358139    0.097201504      6.6074338     0.14213149
           -2.4      9.2775777     0.14463087      8.3465438     0.12695787      10.290335     0.18043399
           -2.2      13.598758     0.17309587      12.328766     0.15194169      15.000426      0.2193896
             -2      20.839683     0.21992752      19.123108     0.19793137      22.556047     0.27274862
           -1.8      31.077218     0.26985195       28.61769     0.24314009      33.547307     0.33401472
           -1.6      44.170785       0.322694      41.005882     0.29368829      46.999495     0.39899072
           -1.4      62.970594     0.38014548      58.536263     0.34607427      67.392704     0.47391177
           -1.2      86.792584     0.45473698      81.226619     0.42075563      91.755676     0.56197449
             -1      116.59183     0.52362467       109.2039     0.48508091      123.44148     0.65020624
           -0.8      151.05323      0.5928572       141.6264     0.54705728      159.95472     0.74229593
           -0.6      185.11478     0.65169652      173.55747     0.59954564      196.20554     0.81663426
           -0.4      216.09324     0.70773851      202.77313     0.65863317      228.54739      0.8791872
           -0.2      232.16722     0.72977306      218.07522      0.6846546      244.74332     0.90874918
              0      233.00581     0.73377511      218.76982     0.67984119       245.9547     0.91477164
            0.2      215.46499     0.69846495      202.14418     0.64532338      228.15131     0.87662312
            0.4      186.41322      0.6536487      174.70501     0.60651766      197.85019     0.81981943
            0.6      150.93547     0.59185145       141.4382     0.54520935      159.87226     0.73935992
            0.8      116.59662     0.52630793      109.13315     0.48695769      123.53223     0.64962409
              1      87.689998     0.45508701      82.109973     0.41919915        92.8679     0.56442801
            1.2      63.347176     0.38598278      59.027138     0.35447368      67.524324     0.47758897
            1.4      44.770013     0.32200243      41.550095     0.29515078      47.938729     0.40068337
            1.6       30.94717     0.26815283      28.542445     0.24228167      33.416956     0.33326541
            1.8      21.003391     0.21892957      19.282148     0.19623906      22.723178     0.27233693
              2      13.969376     0.17691968      12.612431     0.15618501      15.407354     0.22124668
            2.2      9.3552859       0.143974      8.3786475     0.12579371      10.488456     0.18086464
            2.4       5.856009     0.11154289      5.1878357    0.096069836      6.6356341     0.14222779
            2.6      3.3822489    0.085724572       2.967024    0.073256027      3.8525188     0.10919215
            2.8      2.1098794    0.066243129       1.813765    0.055654224      2.4460607    0.085637294
              3      1.0312428      0.0455565     0.84505285    0.036543382      1.2621623    0.061075298
            3.2     0.49044756    0.032467842     0.01563823   0.0062863119     0.70022293    0.045651651
            3.4     0.27887512     0.02650327     0.17499128    0.018944316     0.38868158    0.034850877
            3.6     0.12876855    0.020326844  3.8101286e-06   0.0036023624     0.26133628    0.034456709
            3.8    0.092846825    0.021799496   0.0021003849   0.0015723462     0.16804794    0.032114953
              4    0.092846825    0.021799496   0.0021003849   0.0015723462     0.16804794    0.032114953
