# R_etattbarHig        central        num_err    min (scale)        num_err    max (scale)        num_err
# gs
              0        2.94734    0.070270767      2.4648365    0.059028297      3.4141019     0.08292424
            0.2       8.980952     0.12250976      7.5655184     0.10362376      10.379132     0.14540629
            0.4      14.353122      0.1554367      12.144811     0.13206546      16.576179     0.18505979
            0.6      19.414456      0.1820206      16.437558      0.1555761      22.369671     0.21595293
            0.8      23.986751     0.20265717      20.423977     0.17465261      27.507692     0.23871178
              1      28.485024      0.2208591      24.350792     0.19044678      32.574616     0.26184029
            1.2      33.003961     0.23858339      28.327459     0.20671843      37.671523     0.28155852
            1.4      38.519274     0.25990406      33.328918     0.22741445      43.611836     0.30550522
            1.6      45.186002     0.28449035      39.273329      0.2521629      50.962447     0.32990439
            1.8      53.568783     0.31126236      47.027338       0.277642      59.778992     0.36191944
              2      65.457552     0.34845504      58.205903     0.31540793      72.050487     0.40200695
            2.2      83.786592     0.40022303      75.416205     0.36644472      91.024102     0.45925903
            2.4      113.16988     0.47375015      103.38536     0.43884692      121.07098     0.54208007
            2.6      167.75044      0.5884734      155.57138     0.55053555      176.59899     0.67812266
            2.8      287.09345     0.79185652      270.21431     0.74682914      298.73369     0.89452191
              3       565.8224        1.18429      542.43913      1.1303961      588.56246      1.5001789
            3.2      323.50995      0.9202976      310.65345     0.86333338       339.1531      1.2056531
            3.4       178.0821     0.67975744      170.10236     0.62977769      187.31393     0.87710426
            3.6      107.33554     0.52633804      102.17901     0.48767799      113.15755     0.67431856
            3.8      66.933306     0.41378107      63.699151     0.37878959       70.31774        0.53185
              4      44.320476     0.33191659      42.021949     0.30411506      46.682927     0.42649502
            4.2      30.027416     0.27311201      28.241478     0.24685346      31.893994     0.34987431
            4.4      20.785154     0.22336038       19.45048     0.20067313      22.229318     0.28811922
            4.6      14.535862     0.18711444       13.60163     0.16650189      15.560334      0.2412165
            4.8      10.591482     0.15893072      9.8754392     0.14074746      11.385175     0.20658964
              5      10.591482     0.15893072      9.8754392     0.14074746      11.385175     0.20658964
