#      R_yttbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      5.2582364       0.124485      4.5296008     0.10374663       6.120627     0.15975826
            0.2       15.69522     0.19543145      13.930787     0.17011109      17.560282     0.24465671
            0.4      25.129526     0.23453544      22.394616     0.20572639        28.0831     0.29367521
            0.6      33.317148     0.27137992      29.949152     0.24258647      36.793272     0.33330599
            0.8      40.874215      0.2978196      36.866476     0.26722992      45.048873     0.36810974
              1      48.883424     0.32682818      44.293687     0.29344041      53.438513     0.40184301
            1.2      57.217326     0.35183132      51.923576     0.31782584      62.579255     0.43617432
            1.4      66.090784     0.38276739      60.140463     0.34517728      72.057207     0.47132029
            1.6      80.180401     0.41996465      73.247297     0.38182717       87.19803     0.51838583
            1.8       98.39582     0.46727502      90.396328     0.42855615      106.42234     0.57539438
              2      123.87672     0.53238764      114.72136     0.49459109      132.81471     0.65021999
            2.2      160.61651     0.60044231      149.67425     0.55317293      171.06367     0.74370412
            2.4      213.01826     0.69203328        199.954     0.64149395      225.02315     0.86228688
            2.6      287.24307     0.81194356      271.78892     0.76093311      300.87343      1.0092709
            2.8      383.39968     0.93737756      365.06752     0.88896221      398.45233      1.1697178
              3      421.85914     0.98862449      402.68711     0.93433468      437.80119       1.253068
            3.2      168.82876     0.63211474      159.03177     0.58649873      177.53784     0.78728609
            3.4      73.779976     0.41540153      68.109166     0.37551181      79.712729     0.51842287
            3.6      35.261107     0.28422173      31.927238     0.25444115      38.886567     0.35527561
            3.8      17.487496     0.19750399        15.5895     0.17269249      19.720726     0.24830963
              4      8.9609982     0.13812524      7.7966273     0.11798919      10.394966     0.17648709
            4.2      4.7941201     0.10087022      4.0729075    0.084910961      5.7197179     0.12923291
            4.4      2.3500466    0.069122417      1.9499769    0.056605929      2.9324154    0.091381108
            4.6      1.0936222    0.045672744     0.84843138      0.0355348      1.4461123    0.062859507
            4.8      0.4022318    0.027677705     0.13092487    0.013677092     0.64080509    0.041737128
              5      0.4022318    0.027677705     0.13092487    0.013677092     0.64080509    0.041737128
