#R_etaHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      13.253964     0.16925772      12.085915     0.14964936      14.412856     0.21302496
            0.2      38.364357     0.29093293      35.387888     0.26393261      41.058277     0.36344218
            0.4      58.625847     0.35876699      54.263731      0.3254294      62.704374     0.44942257
            0.6      75.288752     0.40937068      69.910156     0.37597068      80.136466      0.5062736
            0.8      88.337249     0.44472187      81.978674     0.40726212      93.956773     0.55308304
              1      98.402239     0.46857888      91.488035     0.42974648      104.80183     0.58425229
            1.2       107.7788     0.48997268      100.44239     0.45091049      114.56243     0.61011879
            1.4      116.02395     0.50980929      107.98701     0.46713877      123.61805     0.63643324
            1.6      126.31821     0.53655042      117.96325     0.49598027      134.07203     0.66485899
            1.8      135.68825     0.55559744      126.71578     0.51210803      143.76581     0.69001652
              2      148.87724     0.58853835      139.42558     0.54223341        157.435     0.72841055
            2.2       166.1396     0.61738542      155.58936     0.57132388      175.84177     0.77069595
            2.4       187.1453      0.6637974      175.42264     0.61492356      198.39754     0.82511696
            2.6       212.0099     0.70365759      199.45426     0.65294109       224.1542     0.87789349
            2.8      240.38287     0.76200092      226.73774     0.71247099       253.2784     0.94424794
              3      244.97821     0.77583665      231.06596     0.72922444      258.22628     0.96494635
            3.2      120.14231     0.53885249      112.58501     0.49553375      127.42476     0.67260222
            3.4      68.311315     0.40994752      63.550013     0.37659181      72.993071     0.50315881
            3.6      42.960402     0.31765159       39.64693     0.28751957      46.502599     0.39543521
            3.8      28.250438     0.25474417      25.974366     0.22818203      30.705676     0.32028537
              4      18.398265     0.20401562      16.808455      0.1815076      20.096086     0.25726325
            4.2        12.5422     0.16898804      11.432388     0.15019538      13.710357     0.21207819
            4.4      8.2126673     0.13615937      7.4320327     0.11818933      9.0873324     0.17367103
            4.6      5.9257789     0.11344771      5.3276003    0.098491331      6.6239891      0.1443608
            4.8      3.8370678    0.091135725      3.4149854    0.077977262      4.3444133     0.11748572
              5      3.8370678    0.091135725      3.4149854    0.077977262      4.3444133     0.11748572
