# R_yttbarHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      6.3829467     0.10488233      5.4470601    0.089607548      7.2922003     0.12397645
            0.2      18.445415       0.178468      15.771416     0.15417639      21.069974     0.21029019
            0.4      28.549349     0.22269452      24.485889     0.19308923      32.549312     0.26214288
            0.6      35.533055     0.24774129      30.563099     0.21523063      40.442146     0.29318639
            0.8      40.340281     0.26592782      34.854705     0.23300283      45.647965     0.31197669
              1      44.095455     0.27814191      38.246612     0.24471662      49.749309     0.32601505
            1.2       47.15688     0.29021606      41.098594     0.25655013      53.073542     0.33944841
            1.4      52.152316     0.30902898      45.709226     0.27543024      58.353634     0.35748241
            1.6      58.645936     0.32925983      51.863428     0.29600417       64.97892     0.38183596
            1.8      67.911253     0.35737468      60.492554     0.32360938      74.578748     0.41201898
              2      82.918881     0.39999105      74.878936     0.36627256      89.828606     0.45935224
            2.2      108.41182     0.46747703      99.108392     0.43562454      115.75792     0.53372985
            2.4      150.40467     0.55473606      139.21883     0.51849976      158.51235     0.63772217
            2.6      227.25723     0.69545947      212.86773     0.65236206      237.34411     0.77919203
            2.8      402.34215     0.95170223      382.00212     0.90094225      415.86568      1.0879421
              3      776.67713      1.3881676      749.14913      1.3150993       811.8274      1.8339392
            3.2       184.8584     0.72564306      177.36842     0.68112439      196.26698     0.95255942
            3.4      36.887041     0.31693245      34.845069     0.28874817      39.701064      0.4162804
            3.6      8.3847875     0.14730682      7.7975952     0.12841487      9.0790359     0.19886007
            3.8      1.6988076    0.065926443      1.3731371    0.052345179      2.0415892    0.093265283
              4     0.33923865    0.030611407     0.23266023    0.021994304     0.45935167    0.044306044
            4.2    0.017720241   0.0096044329    0.017720241   0.0096044329     0.13027684    0.036413243
            4.4    0.053483347    0.035790172    0.011598033    0.022310774     0.13979816    0.057517815
            4.6    0.048614507    0.058741123    0.023047897    0.037859895     0.10545347     0.10328781
            4.8   -0.069033244    0.067051244    -0.10684501     0.18673278    0.024160623     0.03750656
              5   -0.069033244    0.067051244    -0.10684501     0.18673278    0.024160623     0.03750656
