#  R_yHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      20.507721     0.21090385      18.821388     0.18807123      22.094686     0.26506302
            0.2      57.061515     0.35511532      52.742478      0.3225834      61.147218     0.44350365
            0.4      85.139986     0.43424213      79.059153     0.39723845      90.740204      0.5415597
            0.6      102.97132     0.47697721      95.527908     0.43728438      109.76405      0.5933034
            0.8      113.52775     0.50136948      105.57762     0.46012274      120.85183     0.62620506
              1      118.69436     0.51768821      110.60994     0.47610684      126.06353     0.64307951
            1.2      124.49613     0.52813125      116.07488     0.48550741      132.07449     0.65824388
            1.4      129.07763     0.53936231      120.15241     0.49516232      137.57847     0.66965753
            1.6      134.57278      0.5538136      125.44641     0.51128793      143.14797     0.68973254
            1.8      142.34474     0.57366048      133.32677       0.531244      150.64704     0.70738249
              2      154.58774     0.59630609      144.49741     0.55005811      164.01228     0.74263747
            2.2      169.76837     0.62896202      158.94032      0.5789416      180.06082     0.77999151
            2.4      191.19072     0.67112088      179.35683     0.62331188      202.74431     0.83578882
            2.6      215.18956     0.71913035      202.34219     0.66944638      227.48652     0.89189697
            2.8      243.92283     0.76702642       230.1792     0.72311782      257.10261     0.95044915
              3      239.30519     0.76657075      225.84735     0.71887558      251.93196     0.95788917
            3.2      80.562553     0.44747038      75.280758     0.41197227      85.539021     0.55246084
            3.4      30.882059     0.26878818      28.395828     0.24296476      33.485664     0.33411103
            3.6      13.411157     0.17509889      12.166405     0.15538965      14.720993     0.22023316
            3.8      5.8725139     0.11381526      5.1857542    0.097930859      6.6935036     0.14565376
              4      2.6154722    0.074851407      2.2809728    0.062945658      2.9739984    0.096564033
            4.2      1.0069376    0.045615502     0.80478538    0.036065437      1.2400324    0.061635316
            4.4     0.32839004    0.026562877    0.074404321     0.01034299     0.47511556    0.035962456
            4.6     0.11753444    0.019022038  0.00028750505   0.0036034834     0.30164301    0.035661537
            4.8   0.0041619097    0.010261752  -0.0014209646   0.0044453623    0.076402951    0.024439119
              5   0.0041619097    0.010261752  -0.0014209646   0.0044453623    0.076402951    0.024439119
