# dphiHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      113.26688     0.49895636      104.77869     0.45574582      121.32433      0.6213195
            0.2      111.91756      0.4990359        103.952     0.45954872      119.29212     0.62066804
            0.4       110.7839     0.49572636      102.68408     0.45520013      118.27494     0.61650233
            0.6      110.47886     0.49546245      102.44202     0.45537407       117.7493     0.61375792
            0.8       110.8355      0.4974268       102.9111     0.45723786      118.21139     0.61815688
              1      112.19771     0.50844522       104.4861     0.46462151      119.32881     0.62915147
            1.2      116.38436     0.51032212      108.31368     0.46835439      123.98023     0.63695155
            1.4      121.73835     0.52640574      113.64523     0.48392219      129.36717     0.65386034
            1.6      130.34346     0.54676127      121.75149     0.50391231      138.30653       0.677299
            1.8      140.76484     0.57071085      131.33288     0.52815493      149.66832     0.70601572
              2      156.03412     0.60346047      145.87305     0.55661631      165.59861     0.74972254
            2.2      173.74745     0.63674378        162.896     0.58683599      184.31527     0.79479137
            2.4      200.13498     0.68831538       187.8921     0.64085824      212.38253     0.85796265
            2.6      225.78854     0.73442109      212.70155      0.6861109      238.08423     0.91535222
            2.8      254.79245     0.78180234      240.37891     0.73024692      268.88733     0.97824837
              3      190.69347      0.6991348      180.23923     0.65453189      200.30026      0.8675953
            3.2      190.69347      0.6991348      180.23923     0.65453189      200.30026      0.8675953
