#          ytop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4   0.0061865065    0.092763841   -0.010571301    0.052695649     0.13347679     0.18851129
           -3.8     0.01076064    0.013874114   0.0017987014   0.0017764802    0.068937661    0.053479786
           -3.6    0.019507315     0.01524405  -0.0025110721   0.0044147556     0.16829091    0.040979442
           -3.4     0.24478789    0.027413144     0.10236741    0.016365954     0.37637902    0.040972986
           -3.2      1.0900341    0.052341675     0.90880608    0.042078537      1.3293894     0.07083674
             -3      2.9399831    0.083205556      2.5408243    0.071051676      3.3550597      0.1096637
           -2.8      6.4493495     0.12552913      5.8156823     0.11009039      7.1960139      0.1639931
           -2.6       12.31952     0.17397993      11.168025     0.15417661      13.579095     0.22125423
           -2.4      20.021049     0.21978837      18.388601     0.19718591      21.715703     0.27930761
           -2.2      30.544043     0.26730719      28.032358     0.23885853      33.394129     0.33925766
             -2       43.92903     0.32346708      40.661689     0.29352013      47.419169     0.40538676
           -1.8      59.132017     0.37465303      55.007556     0.34367387      63.208176     0.46626886
           -1.6      74.142376     0.41709593      69.224375     0.38397455      78.802851     0.51762079
           -1.4      92.627283     0.46503958      86.754801     0.42707087      98.199498     0.57838961
           -1.2      108.24808     0.49880522      101.36782     0.46097866      114.65725     0.61752994
             -1      123.76614     0.53392984      115.84622     0.49143744      131.10759     0.66252815
           -0.8       139.0883     0.55859628      130.39491     0.51318316      147.11506     0.69851676
           -0.6      148.94887     0.58622698      139.52612     0.54087937      157.35968     0.72653238
           -0.4      158.35877     0.59933672       148.6971     0.55357366        166.792     0.74439565
           -0.2      161.67545     0.60702929       151.4167     0.55856206      170.96134     0.75145678
              0      161.41563     0.60513015      151.33394     0.55865333      170.40547     0.75079393
            0.2      158.62367     0.59879178      148.47581     0.55106576      168.11334     0.74449282
            0.4      150.84994     0.58657224      141.20893     0.53818245      159.76313     0.73024272
            0.6      139.32691     0.56534131      130.48318     0.52028205      147.66655     0.70520935
            0.8      125.06172      0.5345893      116.97952     0.49221938      132.84485     0.66947561
              1      110.37963     0.50702528      103.23945     0.46492168      117.18892     0.63505396
            1.2      91.484202      0.4615674      85.387786     0.42162079      97.372596     0.58122792
            1.4      75.307716      0.4240377      70.368993     0.38911766      79.922778     0.53187001
            1.6      58.668764     0.37454817      54.513964     0.33991152      62.759752     0.47529922
            1.8      43.495394     0.32376889      40.334407     0.29247312      46.739689     0.41402789
              2      30.751242     0.27416899      28.384919      0.2456761        33.2743     0.35017512
            2.2      19.581739     0.21974355      17.952906     0.19653749      21.175921      0.2844009
            2.4      11.878962     0.17042874      10.800948     0.14914671      13.147759     0.22203405
            2.6      6.2879089     0.12724121       5.670761     0.10921051      7.0091892      0.1676145
            2.8      3.1668453    0.090169577      2.7581174     0.07533079      3.7225648     0.11979977
              3      1.0810696    0.053500745     0.89373729    0.042091235      1.3017243     0.07499293
            3.2     0.25417015    0.027055864    0.074723135    0.013196311      0.4067459    0.042211026
            3.4     0.12593168    0.022021261    0.016955444   0.0099847995      0.2247253    0.038037795
            3.6    0.016817094    0.026316068   0.0012776675    0.012517105     0.10040069    0.054464795
            3.8    0.042444802    0.031171738   -0.015942785    0.022870068     0.32201201     0.16502186
              4    0.042444802    0.031171738   -0.015942785    0.022870068     0.32201201     0.16502186
