#   R_yHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      19.814722     0.20968405      18.228834     0.18716817      21.325452     0.26278815
            0.2      56.274453     0.35258929      52.031889     0.31701951      60.434683     0.44455774
            0.4      83.739839     0.43200462       77.86565     0.39494075       88.79276      0.5396639
            0.6      101.91818     0.47654092      94.574844     0.43531622      108.61898     0.59511035
            0.8      114.32158      0.5074311      106.31415     0.46796349       121.6291     0.62808451
              1      118.62851     0.52144643      110.41144     0.48048623      125.89504     0.64701687
            1.2      124.03187     0.52507614      115.58569      0.4830817      131.85283     0.65444801
            1.4      128.15446     0.54087102      119.58336     0.49830639      136.22217     0.67350579
            1.6      134.95753     0.55421026      125.81684     0.51211275      143.45651     0.68753112
            1.8       142.7616     0.57178742      133.30018     0.52615247      151.66401     0.70771209
              2      155.89307     0.59827624      145.80132     0.55259051      165.42958      0.7426198
            2.2      171.05536     0.62833119       160.5098     0.58647723       181.0523     0.78330789
            2.4      190.41303     0.66754421      178.56686     0.61703726      201.57248     0.83085745
            2.6      216.59328     0.72425393      203.79501     0.67777533      228.59449     0.89460859
            2.8      244.20879     0.76953105      230.40723     0.72525137      257.04874     0.95128448
              3      239.08357     0.75915773      225.23233     0.70332437       252.6164     0.95589959
            3.2      80.331306     0.44073204      75.218134     0.40455101      85.505062     0.54573193
            3.4       30.81895      0.2699047      28.316274     0.24230817      33.293108     0.33679498
            3.6      13.671424     0.17755626      12.348727      0.1562562      15.207253     0.22344579
            3.8      5.9590847     0.11510705      5.2839459    0.098934816      6.7658166     0.14743694
              4       2.716638    0.076431589      2.3400111    0.064322672      3.2104672    0.098937518
            4.2     0.98262489    0.045545561     0.82916161    0.036978723      1.2061644    0.061274645
            4.4     0.38593243    0.029814464     0.24963814    0.021396781     0.55802592    0.042656378
            4.6     0.11396133    0.019731074   0.0080651438   0.0058475772     0.34883378    0.037455527
            4.8    0.036538563    0.015970379   0.0068814101   0.0062728088     0.28094015    0.042400792
              5    0.036538563    0.015970379   0.0068814101   0.0062728088     0.28094015    0.042400792
