#  detaHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4       3.356843    0.084279967      3.0028144     0.07225671      3.8145065     0.10909529
           -3.8      4.4091886    0.098084383      3.9544833    0.084573728      4.9552036     0.12552863
           -3.6      5.9893428     0.11569295      5.4214422     0.10088203      6.6260212     0.14713605
           -3.4       8.121302      0.1347839      7.3977841     0.11904717      8.8512077     0.16927142
           -3.2       10.55885     0.15423763      9.6472978      0.1364633      11.494848     0.19385938
             -3      13.539927     0.17412541       12.33711     0.15408418      14.808392     0.21862328
           -2.8      17.747028     0.20113971      16.265531     0.17903546      19.312648     0.25168039
           -2.6      21.997278     0.22592921      20.330182     0.20243964      23.662801     0.28402867
           -2.4       28.17277     0.25380599       26.03988     0.22886022      30.173959     0.31530622
           -2.2      34.896009        0.28534      32.441744     0.25720503       37.16537     0.35605182
             -2       43.42049     0.32172392       40.45303      0.2939207       46.16779     0.40046129
           -1.8      54.429383     0.35612845      50.692632     0.32511925      58.049128      0.4444062
           -1.6      66.540694     0.39276117      62.069601     0.36306966      70.921381     0.48946702
           -1.4      79.741345     0.43632331      74.504901      0.4013458      84.715525     0.53882296
           -1.2      94.823849      0.4677571      88.656778     0.42805362      100.75597      0.5844643
             -1      110.50752     0.50964912       103.6709     0.47033646      116.88686     0.63666023
           -0.8       127.1333     0.54281275      119.05149     0.49973097        134.572     0.67955993
           -0.6      140.82404     0.57211077      132.11722     0.52978895      148.85409      0.7098181
           -0.4      151.84228     0.59237707      142.42112     0.54963083      160.65449     0.74030266
           -0.2      157.05883     0.59994448      146.99106     0.55153347      166.31765     0.75398859
              0      157.23963     0.60382645      147.70326     0.56200499      165.44022     0.75272424
            0.2      151.66022     0.59698434      142.17795     0.54856638      160.63558     0.74517016
            0.4      139.68913      0.5707845      131.03181     0.53243742      147.51211     0.71126127
            0.6      126.58028     0.54716472      118.54532     0.50516965      133.91258      0.6775045
            0.8      109.99708     0.50718819      103.10252     0.46548116      116.45575     0.63093126
              1      95.428194     0.47625342      89.266045     0.43810376      101.30337     0.58886982
            1.2      79.833706     0.43451462       74.52776     0.39921971      84.592829     0.53763541
            1.4      65.985871     0.39195681      61.679814     0.35879124      69.977631     0.48995534
            1.6       54.33573     0.35863052      50.569279     0.32836402      57.997701      0.4460138
            1.8      43.975557     0.31957339      40.932422     0.29033444      46.796811     0.39866397
              2      35.040653     0.28400763      32.481845     0.25645769      37.505626     0.35635546
            2.2      27.813918     0.25415541      25.724747     0.22849604      29.842858     0.31761706
            2.4      22.510663     0.22439458      20.705447     0.20129948       24.46741     0.28223295
            2.6      17.184667     0.19767298      15.799363     0.17559994      18.558921     0.24832338
            2.8      13.539594      0.1742914      12.347753     0.15419599      14.824161     0.22001645
              3      10.557452     0.15357568       9.607974     0.13562842      11.539962     0.19364189
            3.2      7.7385943     0.13120391      7.0102611       0.114179      8.5968775      0.1668748
            3.4      6.2310669     0.11626488      5.6513162     0.10150368      6.8570972     0.14775607
            3.6      4.4554581    0.099438324      4.0012209    0.085813624      4.9526968      0.1259666
            3.8      3.4511559    0.086552528      3.0684439    0.074314358      3.8868522     0.11071168
              4      3.4511559    0.086552528      3.0684439    0.074314358      3.8868522     0.11071168
