#     dphittbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0        42.8136     0.32820558      38.133267     0.28801273      47.829418     0.40777444
            0.2      42.934346     0.31520332      38.408684     0.27984391      47.731205      0.3897619
            0.4      44.355185     0.31521858      39.687893     0.28026483      49.332238     0.38937313
            0.6       46.48664     0.32074108      41.831805     0.28801725       51.34676     0.39500589
            0.8      50.550212     0.33655499      45.532036     0.30317665      55.776527     0.41088777
              1      56.508661     0.35342485      50.934847      0.3151243      62.409892      0.4363101
            1.2      63.873159      0.3771699      57.804213     0.34315262      70.257471     0.46329229
            1.4      74.903778     0.40871736      68.271671     0.37238945      81.654374     0.50019687
            1.6      90.906181     0.44855378      83.327744     0.40874036      98.534057     0.55332895
            1.8       113.2322     0.50319496      104.17726     0.46060345      122.15618     0.62047038
              2      145.48557     0.57039861      134.89074     0.52559532      155.85961     0.70481148
            2.2      192.81471     0.65897664      180.05365     0.60623064      204.92008     0.81523435
            2.4       257.6797     0.77143849      242.58026     0.72229365      271.38318     0.95150304
            2.6      346.02129     0.88514509      327.71959       0.833276       362.2939      1.1072478
            2.8       449.2215      1.0106073      428.18108     0.96312829      466.74139      1.2671172
              3      361.74502     0.92768611      345.06774     0.87174832      375.50771      1.1741113
            3.2      361.74502     0.92768611      345.06774     0.87174832      375.50771      1.1741113
