#    masst+tbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0              0              0              0              0              0              0
             20              0              0              0              0              0              0
             40              0              0              0              0              0              0
             60              0              0              0              0              0              0
             80              0              0              0              0              0              0
            100              0              0              0              0              0              0
            120              0              0              0              0              0              0
            140              0              0              0              0              0              0
            160              0              0              0              0              0              0
            180              0              0              0              0              0              0
            200              0              0              0              0              0              0
            220              0              0              0              0              0              0
            240              0              0              0              0              0              0
            260              0              0              0              0              0              0
            280              0              0              0              0              0              0
            300              0              0              0              0              0              0
            320              0              0              0              0              0              0
            340     0.76053509   0.0046097822     0.69336289   0.0040812216      0.8411368   0.0058413922
            360      1.7376156   0.0063526991      1.6161177   0.0058834792      1.8647218    0.007899678
            380      1.9262148   0.0066212718      1.8008902   0.0061614958      2.0527591   0.0082894476
            400      1.8937098    0.006535532      1.7751906   0.0060264048      2.0111952   0.0082290177
            420      1.7945145   0.0063353499      1.6833315   0.0058707033      1.9029248   0.0080145915
            440      1.6455135   0.0060916027      1.5425411   0.0055944012      1.7435116   0.0076628711
            460       1.489185   0.0058833267      1.3977782   0.0054655591      1.5732839    0.007321084
            480      1.3332454   0.0055389073      1.2532303   0.0050875911      1.4045894   0.0069386903
            500      1.1823496   0.0052183532      1.1123033   0.0048323489      1.2462593   0.0064964797
            520      1.0502863   0.0049712149     0.98643777   0.0045834486      1.1063405   0.0061577001
            540     0.93822275   0.0046537711     0.88236461   0.0043060497     0.98621234   0.0057816275
            560     0.83860424   0.0043942817     0.78782512   0.0040437868     0.88276243   0.0054636093
            580     0.73560896   0.0041483988     0.69089365   0.0037981071      0.7731604   0.0051568732
            600     0.65325099   0.0038858141     0.61331589   0.0035716242     0.68811821   0.0048227883
            620     0.58258473   0.0036939644     0.54571555   0.0033850829     0.61411266   0.0045681023
            640     0.50913865   0.0034402274      0.4788475   0.0031675638     0.53426176    0.004260478
            660     0.45821235   0.0032541262     0.42827186   0.0029782405     0.48381991   0.0040374819
            680     0.40624327    0.003072305     0.37901703   0.0027932155     0.43037257    0.003809043
            700     0.36354133   0.0028930616     0.33909125   0.0026415465     0.38513751   0.0035823036
            720      0.3217163   0.0027225184     0.30054689    0.002467476     0.34000173   0.0033824336
            740     0.28626842   0.0025864716     0.26619402    0.002350887     0.30260496   0.0031893754
            760     0.25885011   0.0024477963     0.24148816   0.0022315345     0.27415617   0.0030320229
            780     0.22590944   0.0022922394     0.20981198   0.0020694244     0.23978016   0.0028449931
            800     0.20439698   0.0021891582     0.18951993   0.0019833923     0.21690534   0.0027014378
            820      0.1860869   0.0020692755       0.171902   0.0018500037     0.19937278    0.002571172
            840     0.16718028    0.001974714     0.15489087   0.0017762144     0.17873371    0.002456384
            860      0.1533816   0.0018759859     0.14161179   0.0016900815     0.16431735   0.0023220125
            880     0.13457256   0.0017654417     0.12404661   0.0015744161     0.14392533    0.002202321
            900     0.12379746   0.0016816109     0.11337584   0.0015020318      0.1343687   0.0020904295
            920     0.11233814   0.0016059395     0.10339321   0.0014400135     0.12084588    0.001994908
            940     0.10215585   0.0015328334    0.093054155   0.0013559352     0.11163984   0.0019120572
            960    0.089414063   0.0014156366    0.081568135   0.0012496429    0.097564813   0.0017813209
            980    0.080254307   0.0013794724    0.073642052   0.0012298366    0.086013448   0.0017049791
           1000    0.080254307   0.0013794724    0.073642052   0.0012298366    0.086013448   0.0017049791
