#     detattbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      6.0477809     0.11560947      5.3557722    0.099545861      6.8854386     0.14769892
           -3.8      7.8703049        0.13224      7.0220327     0.11484725      8.8608241     0.16659525
           -3.6      9.9220609     0.14860154      8.9179587     0.12959934      11.025025     0.18593244
           -3.4      12.551241     0.16562879      11.302601     0.14556159      13.892285     0.20880831
           -3.2      15.423995     0.18439544      14.005491     0.16215117      16.905873     0.23130008
             -3      19.267147     0.20657071      17.515448     0.18267559      21.182649       0.259368
           -2.8      23.337589     0.22694247      21.243326     0.20088333      25.574626      0.2854086
           -2.6      28.861384     0.25387277      26.410791     0.22758144      31.425718     0.31696881
           -2.4      35.540699     0.28275898      32.711948     0.25370486      38.257053     0.35198652
           -2.2      43.021145     0.31213111      39.712238     0.28248061      46.250401     0.38820094
             -2      51.609602     0.34308363      47.864262     0.30966759      55.288504     0.42845925
           -1.8      60.502454     0.37343749      56.403142     0.34026769       64.33619     0.46396825
           -1.6      71.663507     0.40352277      66.708397     0.36823255      76.383274     0.50338634
           -1.4      83.156563       0.439687      77.753415     0.40545078      87.975946     0.54605491
           -1.2      93.786782     0.46632218      88.136452     0.43240555      98.929981     0.58158784
             -1      104.76746     0.49120395      98.470723      0.4542469      110.48286     0.61688986
           -0.8       113.9522     0.51518564       107.1944     0.47414494      120.59201     0.64619035
           -0.6      121.64344     0.53526189      114.98931     0.50020654       127.4419     0.66800981
           -0.4      128.07226     0.55104768      120.75169     0.51177398      134.66905     0.68818409
           -0.2      131.46702     0.56406319      124.07089     0.52348585      137.87323     0.70898008
              0      130.69835     0.55852135      123.29982     0.51815158      137.54002     0.70357735
            0.2      128.18008     0.55761198      120.97848     0.51671869      134.22434     0.69657009
            0.4      122.28235     0.54329542      115.40329      0.5019076      128.45896     0.67148104
            0.6      114.76366      0.5151074      107.98871     0.47612987      121.09302     0.64503691
            0.8      104.04765     0.49404125      97.980602     0.46024071      109.29374     0.61661786
              1      94.044479     0.46712024      88.437653     0.43036827      98.909386     0.58338896
            1.2      82.026843     0.43919961      76.889065     0.40296853      86.804857     0.54389033
            1.4      71.064208     0.40336713       66.36009     0.36859362      75.509144     0.50407463
            1.6      60.097628     0.37389742      55.855806      0.3395447      64.123724     0.46330835
            1.8      50.888448     0.34111777      47.181541      0.3105229      54.347586     0.42394093
              2      42.495413     0.31172974      39.334432     0.28187078      45.350095      0.3871505
            2.2      34.857402     0.28077439      32.050308     0.25170294      37.765386      0.3505028
            2.4      29.548687      0.2585269      27.093758     0.23254969       32.06474     0.32079275
            2.6      23.707067     0.23303294      21.640623     0.20707315      25.769221      0.2884512
            2.8      19.314991      0.2050601      17.502219     0.18022369      21.244825     0.25864629
              3      15.277205     0.18319799      13.815505     0.16116744       16.87949     0.23012078
            3.2      12.112042     0.16256919      10.892079     0.14222419      13.468869     0.20552992
            3.4       9.649017     0.14370639      8.5876081     0.12430632      10.906311      0.1824563
            3.6      8.0262443     0.13218591      7.1623816     0.11488036      9.0407899     0.16677155
            3.8      6.3608032     0.11689533      5.6393803      0.1006041       7.194742     0.14869578
              4      6.3608032     0.11689533      5.6393803      0.1006041       7.194742     0.14869578
