# R_etaHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      12.840178     0.16716936      11.764289     0.14803204      13.865248     0.21031086
            0.2      37.592372     0.28986053       34.87475      0.2616532      40.023383     0.36439583
            0.4      58.105109     0.36012497      53.851623     0.32715843      61.850543     0.44914625
            0.6      74.448432     0.40770079      69.115737     0.37327254      79.319465     0.50913788
            0.8      87.734771      0.4415936      81.412359     0.40244661      93.672074     0.55162689
              1      97.700359     0.46975051      90.893707     0.43110816      103.85812     0.58337938
            1.2       106.9802     0.48974518      99.714806     0.44942055      113.54969     0.60891411
            1.4      116.56456     0.51330691      108.58918      0.4724115       123.7975       0.637628
            1.6      124.96965     0.53271977      116.45352     0.49053386      133.05968     0.66135376
            1.8      136.98773     0.55735349      127.99893     0.51621975      145.60971      0.6923768
              2      149.69448      0.5913038      139.98158     0.54931628      158.42655     0.73137228
            2.2       166.6273     0.62810172      156.23751     0.58703364      176.21935     0.76984421
            2.4      186.37776     0.65731694        174.864     0.60591921      197.37161     0.82626149
            2.6      213.16676      0.7152198      200.82057     0.66712395      224.66818     0.88390329
            2.8      242.06908      0.7588178       228.2344     0.71372434      254.81849     0.94318891
              3      246.03608     0.76687946      231.75349     0.71246537       259.7875     0.95916658
            3.2      120.11549     0.54199954      112.55278     0.49958862      127.24569     0.67276627
            3.4      68.630995     0.40506966      63.910118     0.36971358      73.455467     0.50470544
            3.6      42.538655     0.31613724      39.286402     0.28573964      45.860755     0.39443658
            3.8      28.038267     0.25386147      25.736393     0.22640112      30.485004     0.31942467
              4      18.528454     0.20555137      16.957445     0.18256443      20.161013      0.2590245
            4.2      12.488334     0.16908804      11.339554     0.14859127      13.723181     0.21359609
            4.4       8.573199     0.14005232       7.805522     0.12434722      9.3239764     0.17415106
            4.6      5.8147948     0.11289271      5.2356711    0.097532618      6.4938771     0.14388466
            4.8      3.9716447    0.091638545      3.5045697    0.078848444      4.5351399     0.11719226
              5      3.9716447    0.091638545      3.5045697    0.078848444      4.5351399     0.11719226
