#      etaHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      3.7758429     0.09358923      3.4241333    0.080851377      4.2350948     0.12135915
           -3.8      5.5078667     0.11394108      5.0249995    0.099489114      6.0018583     0.14852047
           -3.6      7.8918409     0.13690459      7.3218766     0.12194225      8.5112598     0.17733555
           -3.4      11.176288     0.16233138      10.374218     0.14349332       12.06352      0.2089675
           -3.2        15.9928     0.19630135      14.849878     0.17421952      17.146263     0.25048738
             -3      21.845081     0.22790749      20.530967     0.20851016      23.186194     0.28593372
           -2.8      29.117222     0.26366477      27.369855     0.24158658      30.656126     0.33227339
           -2.6      36.943957     0.29423726      34.608415     0.26836059      39.153756     0.37163436
           -2.4      46.724283     0.33334253      43.797815      0.3045198      49.576753     0.41937464
           -2.2      56.595616     0.36333664      52.915434     0.33013508      60.127185     0.45639591
             -2      66.280409     0.39312627      62.081397     0.35925327      70.232292     0.49207142
           -1.8      77.678151     0.42221592      72.517583     0.38543633      82.820038     0.52706414
           -1.6      86.316908      0.4449564      80.729998     0.40996773        91.3721     0.55393468
           -1.4      93.188179     0.46426266      86.994394     0.42696508      99.073612     0.57383722
           -1.2      98.557238     0.47439512        92.1352     0.43710821      104.27761     0.58808487
             -1      102.32576     0.48693393       95.67623     0.45064522      108.38188        0.59946
           -0.8      103.76976      0.4891587      96.624873     0.45188442      110.65177     0.60203763
           -0.6      104.31422     0.48827396      97.187592      0.4471713      111.08772     0.60378697
           -0.4      103.59626     0.48501498      96.465675     0.44290872      110.28727     0.60195889
           -0.2      104.38039     0.49071358       97.18218     0.44930998      111.01497     0.60642808
              0      104.57285     0.49075146      97.463366     0.45147829      111.31759     0.60520419
            0.2      103.92963     0.48847566      96.969462     0.44925981      110.32913     0.60322201
            0.4      103.07463     0.48564021      96.255803     0.44403309      109.29647     0.60499385
            0.6      104.13901     0.49134834      97.028325     0.45136341      110.83491     0.60891599
            0.8      100.89043     0.48045441      94.129417     0.43926179      107.24265     0.60040303
              1      99.184936     0.48030904      92.485841     0.44074804      105.53655     0.59447089
            1.2      92.613012     0.46633053      86.538824     0.42855079      98.133879     0.57833512
            1.4      86.634385     0.45393259      81.139412     0.41813539      91.729896     0.56612831
            1.6      77.696939     0.42351279      72.635561     0.38799092      82.633547      0.5340516
            1.8      67.524764      0.3967369      63.150743     0.35800574      71.947362     0.50404193
              2      56.262198     0.36442146      52.709618     0.33053508      59.760517     0.46440223
            2.2      47.061774     0.33668757      43.851105     0.30546595      50.300136     0.42584867
            2.4       37.63853     0.30006765      35.082391     0.27085339      40.096606     0.38195037
            2.6      29.167109      0.2661257      27.293308     0.23951913      30.916575     0.34048312
            2.8      21.722616     0.23235006      20.361623     0.20912992      22.983183      0.2966245
              3      15.899187     0.19791693      14.783829     0.17574418      16.922072     0.25637772
            3.2      11.524218     0.16541499       10.65229     0.14710002      12.449597     0.21377459
            3.4      8.0172607     0.14045468      7.3979314     0.12293926       8.677215     0.18303289
            3.6      5.5390098     0.11592912      5.0632357     0.10052218       6.004651     0.15126555
            3.8      3.5465411    0.094006765      3.2478871    0.080776231      3.8967721     0.12460935
              4      3.5465411    0.094006765      3.2478871    0.080776231      3.8967721     0.12460935
