# ptHiggs+top+t        central        num_err    min (scale)        num_err    max (scale)        num_err
# bar
              0      4.8440876    0.026039805      4.7712985    0.029767923      5.3545129    0.074306117
             10      5.8140175    0.024354502       5.675123    0.023587196      6.0127499    0.039496607
             20      5.0315959    0.021522631      4.8632521    0.021894073      5.1605321    0.026018678
             30      4.1900457    0.044874776       4.043412    0.032498751      4.2631189     0.06212784
             40      3.5882646     0.01979446      3.4257995    0.021781035      3.6825494    0.019457604
             50      3.0132308    0.016004998      2.8577624    0.016740328      3.1083146     0.02393663
             60      2.5557703    0.014314992      2.4140278     0.01427072      2.6450728    0.015331585
             70      2.1970114    0.012811466      2.0687202    0.012725957      2.2734373    0.013919778
             80      1.8825997    0.016168471      1.7634528    0.014351047      1.9608438    0.019739022
             90      1.5887627    0.019543971      1.4796746    0.016516178      1.6693978    0.020153692
            100      1.4282885   0.0099415798      1.3228169   0.0094927112      1.5099867    0.012164109
            110      1.2279093   0.0092013542      1.1315305   0.0087528928      1.2995732     0.01027117
            120      1.0600056   0.0084857398     0.96888723   0.0080016343      1.1342207   0.0094388944
            130     0.92312145   0.0078791131     0.83606311   0.0072812607      1.0008309   0.0089410453
            140     0.82014251   0.0072975569     0.73855359    0.006844938     0.89397396   0.0081943426
            150     0.70839876   0.0067506858     0.63138826   0.0063202114       0.780372   0.0075758894
            160     0.63536881   0.0063900456     0.56320852   0.0060737516     0.70395971   0.0071247752
            170     0.56880222   0.0059262439     0.49950451   0.0054429491     0.63684644   0.0067393747
            180     0.50649737   0.0055088084     0.44119876   0.0049234233      0.5726375    0.006333984
            190     0.43899261   0.0050933487     0.37977448   0.0045111309     0.49873306    0.005991111
            200     0.40019005   0.0048765924     0.34500002    0.004408071     0.45564442   0.0056827771
            210      0.3540648   0.0045307714     0.30347461   0.0039640757     0.40539532   0.0053023834
            220       0.326491   0.0043235192     0.27705432   0.0037383606     0.37812018   0.0051178393
            230     0.29606457   0.0041071083     0.25035878   0.0035583351     0.34473059   0.0048154484
            240     0.26530336   0.0038505379     0.22379426   0.0032900834     0.30908912   0.0045621779
            250     0.24486579   0.0037019367     0.20580593   0.0032080612     0.28625111   0.0044100056
            260     0.22060482   0.0035184168     0.18549923   0.0030257885     0.25747888   0.0041521826
            270     0.20499117   0.0039639535     0.17277408   0.0041736024     0.23828593   0.0040350653
            280     0.18511541   0.0032024474     0.15480358   0.0027159004       0.217019   0.0038376281
            290      0.1708599   0.0030923478     0.14242116   0.0026269141     0.20099547   0.0036640322
            300     0.15479725   0.0029178383     0.12917309   0.0024634628     0.18165971   0.0034851405
            310     0.14473988   0.0028169412     0.11998546   0.0023645963     0.17103974   0.0033856324
            320     0.12494056    0.002628886      0.1038956   0.0022302252     0.14696919   0.0031242458
            330     0.12141911   0.0025704828      0.1004901   0.0021428301     0.14375586   0.0030892523
            340     0.11443521    0.002557724    0.094657892   0.0022887447     0.13683697   0.0030794199
            350    0.099871763   0.0023242734    0.082589034   0.0019273193     0.11812756     0.00279579
            360    0.096415323   0.0022917174    0.079502358    0.001904837     0.11441126    0.002752366
            370    0.084776018   0.0021437438    0.069709202   0.0017674547     0.10075832   0.0025944152
            380    0.080472705   0.0020875114    0.066407447   0.0017374438     0.09532515   0.0025101767
            390    0.073556638   0.0019986704    0.060790027   0.0016524566    0.086862815   0.0024227522
            400    0.068631923   0.0019200076    0.056273987   0.0015847839    0.082048337   0.0023201402
            410    0.063776397   0.0018568996      0.0524624   0.0015322501    0.075778286   0.0022401492
            420    0.058748811   0.0017788078    0.048509611   0.0014798711    0.069149066   0.0022112878
            430    0.053845563   0.0017103592    0.044264198   0.0014052488    0.063825914   0.0020846336
            440     0.04967977   0.0016333775    0.040921974   0.0013494643    0.058777199   0.0019588683
            450    0.047557185   0.0016145498    0.039230571   0.0013322081    0.056114224   0.0019397043
            460    0.047527959   0.0016048671     0.03906509   0.0013212343     0.05634153   0.0019216236
            470    0.041348314   0.0015018469    0.033995806   0.0012445338    0.048972142   0.0017973462
            480    0.039480717    0.001465834    0.032487039    0.001209313    0.046649756   0.0017758451
            490    0.034333437   0.0016524632    0.027704588   0.0015007098    0.041583137   0.0018302041
            500    0.033058807   0.0013435081    0.027180224   0.0011074063    0.038834339   0.0016683731
            510    0.029582226   0.0012728241     0.02458482   0.0010606176    0.034350613   0.0015511439
            520    0.028520915   0.0012423652    0.023381016   0.0010274199    0.033821686    0.001504475
            530    0.027233709   0.0012142335    0.022407043   0.0010036618    0.032064738   0.0014603025
            540    0.024693159   0.0011584114    0.020251795  0.00095115979    0.029225609   0.0013936718
            550    0.022017144   0.0010899162    0.018111523  0.00090057201    0.025929982   0.0013060225
            560    0.021604832   0.0010767775    0.017758725  0.00088552323    0.025476775   0.0012909949
            570    0.019558254   0.0010419514    0.016220748  0.00086007205    0.022760617   0.0012691411
            580     0.01771001  0.00097818172    0.014634747  0.00081648468    0.020672138   0.0011742032
            590    0.015910066  0.00092484217    0.013026666  0.00075644568    0.018854766    0.001108355
            600    0.015868521    0.000922995    0.013097555  0.00076781817    0.018556319   0.0011007482
            610    0.015525118  0.00091951292    0.012808242  0.00075507533    0.018170365   0.0010997314
            620    0.014136217  0.00087368174    0.011560219  0.00071279834    0.016760682   0.0010526127
            630    0.013202278  0.00085016735    0.010864222  0.00069570834    0.015492975   0.0010219895
            640    0.013199447  0.00084342943    0.010778852  0.00068788592    0.015695903    0.001014267
            650    0.012143719   0.0008060533   0.0099470927  0.00066190227     0.01436823  0.00095953973
            660    0.010975095  0.00077737213   0.0090107627  0.00063600394    0.012890548  0.00093390908
            670   0.0091581633  0.00071661641   0.0076185759  0.00058522487    0.010502651  0.00087807028
            680   0.0087739485  0.00069786127   0.0072912306  0.00057107526    0.010109405  0.00084478019
            690   0.0078733995  0.00065863473   0.0064689183  0.00053834366    0.009263087  0.00079747904
            700   0.0076326399  0.00064631237   0.0062986748  0.00053013194   0.0088940618  0.00077367805
            710   0.0072691215  0.00063320526   0.0059732868  0.00051979259   0.0085236709  0.00075695197
            720   0.0070568507  0.00062130515   0.0059828869   0.0005329613   0.0078877957  0.00092470293
            730   0.0065756313  0.00059817006   0.0055000302  0.00049491465   0.0074529789   0.0007436546
            740   0.0061393445   0.0005867892    0.005163472  0.00048922157   0.0069140416  0.00070067555
            750   0.0067965292  0.00061116049   0.0055075918  0.00049652232   0.0081438168   0.0007366168
            760   0.0053091369   0.0005548903   0.0043885997  0.00045343435   0.0061518976  0.00066856379
            770   0.0049719353  0.00052684612   0.0040779602   0.0004274789   0.0058289112  0.00064892615
            780   0.0041211493  0.00048121819    0.003348523  0.00039475701    0.004907994  0.00057402936
            790   0.0037208778  0.00044866889   0.0030613414  0.00037098312   0.0043740586  0.00053018547
            800    0.004070028  0.00047914018   0.0033821256  0.00039905177   0.0046875908  0.00055680615
            810   0.0039606126  0.00046053957   0.0032421533  0.00037800579   0.0046488127  0.00054512257
            820   0.0036619126  0.00045700496   0.0030399779   0.0003723018   0.0042159467  0.00055667085
            830   0.0027821232  0.00039355794    0.002301035  0.00032325777   0.0032064856  0.00046784276
            840   0.0023512625  0.00037966657   0.0019460834  0.00030571664   0.0027203678  0.00046612945
            850   0.0027321194  0.00038260427   0.0022563163  0.00031894827   0.0031541619  0.00045653646
