#    masst+tbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0              0              0              0              0              0              0
             20              0              0              0              0              0              0
             40              0              0              0              0              0              0
             60              0              0              0              0              0              0
             80              0              0              0              0              0              0
            100              0              0              0              0              0              0
            120              0              0              0              0              0              0
            140              0              0              0              0              0              0
            160              0              0              0              0              0              0
            180              0              0              0              0              0              0
            200              0              0              0              0              0              0
            220              0              0              0              0              0              0
            240              0              0              0              0              0              0
            260              0              0              0              0              0              0
            280              0              0              0              0              0              0
            300              0              0              0              0              0              0
            320              0              0              0              0              0              0
            340     0.77504619   0.0085185466     0.70755272   0.0068862698     0.83818169    0.017953888
            360      1.7559445   0.0085452765      1.6397118    0.008537087      1.8907945    0.017665687
            380       1.954778   0.0090707904      1.8333694   0.0094054794      2.0845478    0.022901218
            400      1.9133288   0.0088757454       1.797155   0.0095491405      2.0462157    0.021590238
            420      1.8156176   0.0083669991      1.7048898   0.0079630626      1.9118423    0.013352694
            440      1.6540738   0.0080382011      1.5502488   0.0079129893      1.7596931    0.012043703
            460      1.5165003   0.0098039635      1.4322421    0.011275451      1.5929891   0.0096734146
            480      1.3378474   0.0073890329      1.2634064     0.00725383      1.4043392   0.0090627341
            500      1.1690072    0.021354645      1.1128254    0.015165977      1.2181124    0.033926454
            520      1.0460724    0.010933842     0.98967771    0.009410481      1.0959138    0.012440176
            540     0.94698694   0.0062586363     0.89306448   0.0061268279     0.99561533   0.0075635665
            560     0.84239166    0.006395527     0.79434668   0.0066969973     0.88611431   0.0071617791
            580     0.73696983   0.0054361555     0.69431447   0.0051392478      0.7742122   0.0067307916
            600     0.65808407   0.0053694409     0.62374767   0.0055535094      0.6882012   0.0062810064
            620     0.58134626   0.0048223507     0.54725728   0.0045531116     0.61181286    0.005936987
            640     0.51100769   0.0044925837     0.48182778   0.0041918977     0.53617315   0.0055536481
            660     0.46434157   0.0045287531     0.43785405    0.004833394     0.48460523   0.0053275445
            680     0.40873916    0.004134249      0.3840134   0.0041185158     0.43103522   0.0049696127
            700     0.36342359    0.003754607     0.34258528   0.0042376383     0.38481631   0.0046662528
            720     0.32184774   0.0036369976     0.30372106   0.0035045185     0.33622242   0.0043952405
            740     0.28477932   0.0034246957     0.26780163   0.0032985718     0.29841962   0.0041538522
            760     0.26118068   0.0032152972     0.24587752   0.0030508836     0.27451708   0.0037301592
            780     0.22680598   0.0033821583     0.21334715   0.0037307961     0.23797008   0.0037160467
            800     0.21255075   0.0045883942     0.19941461    0.005354919     0.22330865   0.0042806005
            820     0.18753593   0.0027926752     0.17514245   0.0025539243     0.19994728   0.0033853291
            840     0.17262369   0.0028230658     0.16190966   0.0027753516     0.18200837   0.0032859137
            860     0.15559016   0.0025495471     0.14549837   0.0024555425        0.16442    0.003038943
            880     0.13720165   0.0024059502     0.12754565   0.0023370449     0.14514386   0.0029064918
            900     0.12673731   0.0022394997      0.1176577   0.0020959199     0.13649658   0.0027476119
            920      0.1109944   0.0020997194      0.1027732   0.0019991324     0.11845365   0.0026005531
            940     0.10370825   0.0020771194    0.096461699   0.0019318198     0.11089388   0.0025005219
            960    0.090325971   0.0018714249    0.083522719   0.0017233427    0.096764095   0.0023452321
            980    0.085333148    0.001908684    0.079619874   0.0018044677    0.090033049   0.0022673059
           1000    0.085333148    0.001908684    0.079619874   0.0018044677    0.090033049   0.0022673059
