#      ptt+tbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0     0.30368699   0.0050305345     0.28974085   0.0045918502     0.31735465   0.0065285887
             10     0.90422817   0.0089169289     0.86807401   0.0084806879     0.94178892    0.014943082
             20      1.4432603    0.011378765      1.3786803    0.011094685      1.5175912    0.015388963
             30      1.8899435    0.013761685      1.8143405    0.014975502      1.9662536    0.017578802
             40      2.2565696    0.014302512      2.1457107    0.013727894       2.380154    0.024501528
             50      2.5038255    0.014448293      2.3780885    0.013556513      2.6491098    0.023591537
             60      2.7034444    0.019602892      2.5638672    0.016750262      2.8532658    0.030102608
             70      2.7172328    0.015083707      2.5749778      0.0146183      2.8477571    0.025132299
             80      2.7442696    0.015432385      2.6041173    0.014975593      2.8713949    0.035660136
             90      2.6437964    0.022373522      2.4975107    0.020647412      2.7685619    0.032940286
            100      2.5178593    0.016007145      2.3785354    0.016523051       2.653935    0.021883092
            110      2.3445964    0.043190408      2.2361668    0.030840509      2.4232427    0.069620836
            120      2.2201598    0.013414774      2.0858831    0.012600932      2.3478169    0.045970443
            130      2.0649919    0.013771829      1.9426446    0.014531214      2.1845184    0.017648554
            140      1.8825172    0.012559961      1.7683443    0.012580396      1.9891176    0.018495987
            150      1.6915998    0.015807333      1.5953376    0.018447739      1.7922673      0.0230924
            160      1.5385182    0.011147563      1.4354376    0.010396622      1.6352262    0.013695226
            170      1.3864068     0.01086602      1.2908223    0.013513839      1.4902507     0.01318315
            180      1.2577325    0.010051335      1.1623067   0.0091600003      1.3531528    0.012664155
            190      1.1159719   0.0091573011      1.0336052   0.0085299624      1.1944494    0.011276666
            200      1.0037756   0.0097861412     0.93022388   0.0097242467      1.0717088    0.011098258
            210     0.88643976   0.0086629022      0.8190931   0.0081985622     0.94349656   0.0099521701
            220     0.79633385   0.0077147067     0.73363109   0.0072104317     0.85424988   0.0093935218
            230     0.70259958   0.0072266132     0.64251274   0.0066376005     0.76236183   0.0088587008
            240     0.63344536   0.0070218289     0.58118084   0.0065915162     0.68408435   0.0083802211
            250     0.55883112   0.0067596366     0.51846977   0.0083132138     0.60054192   0.0078067247
            260     0.50513278   0.0063806194     0.46459984    0.006395855     0.53870378   0.0081917302
            270     0.45825725   0.0059658551     0.41964668   0.0057360004     0.49271932   0.0070581386
            280      0.4022791   0.0055081111     0.36686443   0.0052999282     0.43492415   0.0065961902
            290     0.36573556   0.0056684884     0.33293263   0.0056217849     0.39630316   0.0063368947
            300     0.31555489   0.0048130013     0.28793082   0.0044089512     0.34121613   0.0058640508
            310     0.29264032   0.0046062392     0.26455996   0.0041898795     0.32092108   0.0055490839
            320     0.26698861   0.0045486354     0.24170214   0.0043597288     0.29257532   0.0053077245
            330     0.23777308   0.0042409061     0.21487872   0.0041387347     0.26074458   0.0049956289
            340     0.21107796   0.0038707741     0.19051539   0.0036380049     0.23177966   0.0046598461
            350     0.18949925   0.0037792561     0.17095597   0.0035787524     0.20748551   0.0044438192
            360     0.17133831   0.0035671686     0.15441677   0.0032497764      0.1869191   0.0042764018
