#        pttbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0     0.19997855   0.0042045558     0.18618627   0.0038620431     0.21286031    0.009578758
             10     0.58606573   0.0070699331     0.54275228   0.0063927622     0.65449581     0.01192074
             20     0.95309525    0.013901048     0.88228842    0.010813265      1.0454008    0.021984071
             30      1.2757179    0.010829583      1.1988477    0.013551624      1.3758995    0.023170828
             40      1.5623523    0.012628237      1.4651834    0.014882274      1.6751963    0.025742872
             50       1.808414    0.012418351      1.6847566    0.012052647      1.9103305    0.018733791
             60      2.0036002    0.014514022      1.8787755    0.013742682      2.1079853    0.027133444
             70      2.1300686    0.014101858      1.9973441    0.014455494       2.283314    0.027383262
             80      2.2267485    0.013350798      2.0870081    0.012518608      2.3763218    0.023584171
             90      2.2837762    0.013740252      2.1370266    0.012727441      2.4229223    0.043709303
            100      2.3100549    0.018009161      2.1608679    0.020795324      2.4731242    0.021569647
            110       2.227012    0.013315603      2.0795066     0.01284139      2.3968957    0.022166228
            120      2.1836694    0.013099468      2.0542863    0.013022395      2.3119648    0.020534555
            130      2.1141507    0.013381372      1.9902201    0.013936688      2.2612983    0.024968766
            140      2.0405352     0.01320253      1.9167778    0.013288978      2.1616746    0.018080139
            150        1.91389     0.01251813      1.7944988    0.012295246      2.0084354    0.024037421
            160       1.781693    0.020394449      1.6674336    0.018255035      1.8824703    0.023142825
            170      1.6730837    0.012847284       1.573806    0.013316185       1.762275    0.014716982
            180      1.5480615    0.011086324      1.4496914    0.010336228      1.6401193    0.013673188
            190      1.4198656     0.01299941      1.3369708    0.014298007      1.4920749    0.013263641
            200      1.2946464    0.010178368      1.2216782   0.0096400025      1.3560279    0.012521343
            210      1.2085049   0.0098680425      1.1368954   0.0094957761      1.2763746    0.012065662
            220      1.0803089   0.0093527102      1.0153821   0.0091067671      1.1415378    0.011377198
            230     0.98702258     0.00884149     0.92617408   0.0084398738      1.0440954    0.010890945
            240      0.8488522    0.041292715     0.81122118    0.027186626     0.87376986    0.058892051
            250     0.81042302   0.0088869158     0.76309661   0.0093261978     0.84763787   0.0098668403
            260     0.72890079    0.007606041     0.68575871   0.0071638334     0.76482676   0.0093144979
            270     0.66514417   0.0079851171     0.62695591    0.008431589     0.69596705   0.0086282587
            280     0.58780441   0.0069885497     0.55574763   0.0068640506     0.61240648   0.0084411302
            290     0.53523738   0.0069208302     0.50424252   0.0073634849     0.55610553     0.00795125
            300     0.47603165   0.0063659022     0.44434244   0.0066035451     0.50595043   0.0076336266
            310     0.42659643   0.0061787836     0.40309032   0.0065633975     0.44529952   0.0071817516
            320     0.38359116   0.0056383364     0.36211885   0.0053977858     0.40064306   0.0068202728
            330     0.34262543   0.0053642615     0.32518697   0.0051886197     0.35527225   0.0060356907
            340     0.30400181    0.004847839     0.28499665     0.00458335     0.31990618   0.0060263913
            350       0.279403   0.0047578684     0.26332504   0.0045852394      0.2924376   0.0057517789
            360      0.2486589   0.0044497802      0.2343067   0.0041650584     0.26006217    0.005485401
            370     0.22880543   0.0042411079     0.21494756    0.003973483     0.24074344   0.0052264153
            380     0.21013301   0.0041536364     0.19758696   0.0041803921     0.22097974   0.0049718151
            390     0.18074791   0.0037722387     0.17112012   0.0035363245     0.18773387   0.0046119463
            400     0.16464751   0.0036866524     0.15605451   0.0035262093      0.1703119   0.0045328609
            410     0.14977007   0.0034666378     0.14096382   0.0032983667     0.15709833   0.0042806757
            420     0.12820976   0.0031528292     0.12071261   0.0029072005     0.13388949    0.003883507
            430     0.11927338   0.0032598976     0.11194403   0.0031878056     0.12453798   0.0036267091
            440     0.10882588   0.0031332797     0.10384007   0.0031216281     0.11139503   0.0034304104
            450      0.1010541   0.0032388787    0.098763475   0.0034434658     0.10148685   0.0033376374
            460    0.082131613   0.0025508248     0.07775562    0.002340121    0.085213986   0.0031551611
            470    0.077985471   0.0025160342    0.073855402   0.0022931122    0.080682623   0.0031590602
            480    0.074377785   0.0025062273    0.070580536   0.0024660224    0.077019261    0.002949686
            490     0.06429447   0.0024538343    0.060758104   0.0022322748    0.067286124   0.0026553204
            500    0.056699319   0.0021295022    0.053335224    0.001976405    0.059300961   0.0026116951
            510    0.051195626   0.0020685831    0.048822395    0.002000647     0.05242003   0.0023282903
            520    0.043230442   0.0019291936    0.041800355   0.0019193689    0.043538381    0.002155376
            530    0.040312388   0.0018412958    0.038981474   0.0017064886    0.040475735   0.0021275464
            540    0.039771546    0.001898813    0.038203357   0.0027771177    0.040267287    0.002913616
            550    0.034105201   0.0017075626    0.033020451   0.0016758705    0.034394405   0.0019199907
            560    0.030368127   0.0015989329    0.029430737   0.0015338848    0.030473316   0.0015898471
            570    0.031902755   0.0015927532    0.030186234   0.0014927013    0.033101464   0.0018067457
            580     0.02784849   0.0017235488    0.026410895   0.0018529731    0.028040199   0.0017655897
            590    0.023019538   0.0013793379    0.022109152   0.0012739262     0.02314227   0.0016114239
            600    0.022151204   0.0013248102    0.020487423   0.0011995934    0.023673473   0.0016363165
