# R_yttbarHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      6.9336956     0.14357778      5.9644001     0.12565908      7.9029457       0.169772
            0.2      19.993512     0.24677469      17.228201     0.21906484       22.69348     0.28731485
            0.4      30.645125     0.31345277      26.576636     0.29605287      34.563994     0.35495191
            0.6      38.045006     0.33704722      32.960241     0.29606427      43.074038     0.39941845
            0.8      42.748691     0.35972621      37.144347     0.32353483      48.258564     0.42311655
              1      47.052285     0.38487656      41.132603     0.34376316      52.972926     0.51128931
            1.2      51.095248      0.3950801      44.776603     0.35238458      57.316213     0.46555793
            1.4        54.3211     0.41541543      47.989933     0.38042981      60.312975     0.48077598
            1.6      61.906526     0.44539134      55.143758     0.40938416      68.276989     0.51954843
            1.8      70.970399     0.95318016      63.867081     0.80202641      77.606405      1.0317358
              2       88.53007     0.61477185      80.593388     0.68444889      95.187176      0.6294851
            2.2      113.78215     0.62330338      104.45172     0.58581502      121.46091     0.72405745
            2.4      157.64496     0.92510758      146.42316     0.79890088      166.21391      1.2182683
            2.6      234.91631     0.95623371      220.89607     0.94601128      244.86524      1.0621284
            2.8      403.14586      2.4443538      384.57186      1.9520949      415.28454      3.2841626
              3      744.00832      1.8398519      718.25093      1.9102156      778.21369       3.995938
            3.2      175.93343     0.97795745      169.68941      1.0468799      186.27249       1.775962
            3.4      36.030206     0.45685577      34.680506     0.50783849      38.469545     0.53603365
            3.6      8.2285707     0.19063281      7.7993217     0.17308872      8.7595741     0.25507055
            3.8      2.3753849     0.11656255      2.2716812     0.12228656      2.5001252     0.13369439
              4      0.5470366    0.052102257     0.50764279    0.049170107     0.60830228    0.066397679
            4.2     0.12714512     0.02450175     0.12632974    0.024900511     0.12981514    0.028461706
            4.4    0.030448896    0.013485506    0.028610085    0.011025614    0.033634778     0.01919547
            4.6   0.0060272085   0.0059658959   0.0049230988   0.0040217711   0.0099571345    0.010479707
            4.8              0              0              0              0              0              0
              5              0              0              0              0              0              0
