# detaHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      3.8114625     0.13392697      3.4993485     0.13728431      4.1503699     0.14737503
           -3.8      5.0380254     0.14637592      4.6578019     0.15698505      5.5176886     0.17490801
           -3.6      6.3658095     0.16679307      5.8971254     0.16558003      6.9488224     0.20197359
           -3.4      8.2777305     0.17981303      7.6581527     0.17111498      8.9853359     0.22312747
           -3.2      10.403132     0.84508117      9.6099435     0.67950977      11.513268     0.90907275
             -3      13.717004     0.23237231      12.681789     0.21458707      14.775505     0.29227959
           -2.8      17.448431     0.26720734      16.172747     0.24211175      18.586073     0.35011395
           -2.6      22.391849     0.29652166      20.755265     0.27036499      24.249704     0.38561489
           -2.4      28.518092     0.33988978      26.702303       0.318193      30.844044     0.74825575
           -2.2      35.557931     0.37733545      33.176248     0.35235769      37.778608     0.47519996
             -2      44.832026     0.48195477       41.98798     0.46193837      47.310248     0.65894004
           -1.8      54.724474     0.51066692      51.482024     0.52343966      58.705322      1.0017431
           -1.6      67.735717     0.52537322      63.506871     0.50614421      72.201202     0.74192023
           -1.4      80.133434     0.56239972      75.114521     0.52345172      85.500259     0.80399045
           -1.2      95.787963     0.63283657      89.603749     0.58041917      101.55087      1.0710879
             -1      112.29708      1.0510073      106.11749      1.2224753      117.04232      1.3126908
           -0.8      125.82247     0.72243702      118.28408     0.71697107      133.64588      1.1023091
           -0.6      141.96363     0.79453779      134.35742     0.87739505      147.94556      1.8286249
           -0.4      151.69948     0.80362644      142.96966      0.8039286      160.25598      1.7928647
           -0.2      158.35748     0.85748662      148.69406     0.86605526      167.39155       1.338668
              0      154.74454      2.1701243      146.36078      1.5094098       162.4043      3.6273323
            0.2      151.86887      0.7730593      142.45611     0.73010785      160.51924      1.2535754
            0.4      140.76149      0.7455545      132.21962     0.69488928      150.07501      1.2616703
            0.6      127.96717     0.72625912      119.92545     0.69293328      134.84557     0.97889601
            0.8      111.77537     0.75207899      105.10013     0.68369638      119.03974      1.0597389
              1      94.143383      0.6248155      88.454711     0.59485611      98.656372     0.97264067
            1.2      80.806564     0.62120132       76.21673     0.67618008      84.570844     0.80955896
            1.4      66.455927     0.51831516      62.556944     0.49481335      69.646584      1.1264047
            1.6      55.274415     0.55819885      52.416683     0.75900645      58.242286     0.62912628
            1.8      44.440266     0.41878549      41.424943     0.38711487      47.540425     0.52959821
              2      35.546239     0.41043647      33.044316     0.43319079      37.833957     0.48764495
            2.2      28.178984     0.33632758      26.279089     0.31895456      30.144951     0.41996661
            2.4      23.367814     0.30915229      21.785049     0.29666759      25.297714      0.4224734
            2.6      17.932574     0.32889289      16.532967     0.32760247      19.721393     0.42665452
            2.8      14.121208     0.23443238       13.12597      0.2126013      15.359755     0.31933968
              3       11.16791     0.23235225      10.349958     0.23215864      12.073328     0.26758532
            3.2      8.4501719       0.190026      7.7874187     0.18006745      9.1546588     0.23207865
            3.4       6.636165     0.15733693      6.0938827     0.14174165      7.2468297     0.19877619
            3.6      5.1564658     0.17271097      4.7786709     0.16930191      5.4917089     0.18655595
            3.8      3.7837752     0.11733073       3.461991     0.10549113      3.8611114     0.12159319
              4      3.7837752     0.11733073       3.461991     0.10549113      3.8611114     0.12159319
