#  dphiHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0       14.00124     0.02037004      13.468567    0.019800574      14.533914    0.021053228
            0.2      13.769035    0.020161737      13.228711    0.019580237      14.309359    0.020852112
            0.4      13.517128    0.020144002      12.949755    0.019423143        14.0845    0.021185355
            0.6      13.258627    0.019873383      12.656115    0.019342138      13.861138    0.020595173
            0.8      13.156568    0.019833471      12.504317    0.019172409      13.808818    0.020741494
              1      13.226234    0.019517884      12.511239    0.018841671      13.941228    0.020381618
            1.2      13.501333     0.01958448      12.703728    0.018795492      14.298938     0.02057964
            1.4      14.032167    0.020205641      13.122898    0.019411319      14.941436    0.021215778
            1.6      14.814596    0.020523411      13.766322    0.019787303      15.862869    0.021560537
            1.8      15.970756     0.02148901      14.733234    0.020800317      17.208278    0.022581872
              2      17.499931    0.022514072      16.019211    0.021856477      18.980652     0.02377545
            2.2      19.623443    0.024303327      17.854528    0.024054305      21.392359    0.025277164
            2.4      22.294655    0.026429294      20.156694    0.026181691      24.432616     0.02747195
            2.6         25.787    0.028515732      23.229011    0.028752968      28.344989    0.029286771
            2.8      29.656556    0.031029106      26.672875    0.031671889      32.640238    0.031558656
              3       22.93171    0.027981923      20.646386    0.029646667      25.217035    0.029247849
            3.2       22.93171    0.027981923      20.646386    0.029646667      25.217035    0.029247849
