#     dphittbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      1.2793628    0.010722649     0.66105541    0.012297291      1.8976705    0.010086631
            0.2      1.3128006     0.01079598     0.68380629    0.012620426       1.941795   0.0099733479
            0.4      1.4110487    0.010283091     0.77031029    0.011737675      2.0517869   0.0097780461
            0.6      1.6298088    0.010106848     0.96016281    0.014109801       2.299455    0.011617481
            0.8      1.9105308     0.01048088      1.2063554    0.011785179      2.6147059    0.010247999
              1      2.3311271    0.011496106      1.5775336     0.01304669      3.0847211    0.010983957
            1.2      2.9838072    0.010896871      2.1601499    0.011372074      3.8074645    0.011339202
            1.4      3.9702105    0.012858614      3.0359523    0.013917489      4.9044691    0.012857537
            1.6      5.5080499    0.013192178      4.4419937    0.012975541      6.5741064    0.014208486
            1.8      7.8771172     0.01558064      6.6291323    0.015209116      9.1251024    0.016662973
              2      11.699211    0.018321585      10.214111    0.017336087      13.184311     0.01993252
            2.2      18.126472    0.022131867      16.345585    0.021001558       19.90736    0.023791478
            2.4      28.931362    0.027951277      26.799297    0.026586699      31.063426    0.029744152
            2.6      46.842672    0.034693019      44.351475    0.033397264      49.333869    0.036352613
            2.8      73.485721    0.042188558      70.702959    0.040892043      76.268482    0.043858661
              3      67.741678    0.041512351      65.683713    0.040492992      69.799643    0.042753832
            3.2      67.741678    0.041512351      65.683713    0.040492992      69.799643    0.042753832
