# R_etaHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      1.8137352    0.007599581      1.7721924    0.007454398       1.855278   0.0077575472
            0.2      5.0802219    0.012580145      4.9545716    0.012323274      5.2058721    0.012862887
            0.4      7.7428253    0.015574218      7.5275955    0.015096867      7.9580552    0.016280059
            0.6        9.66963    0.017043027      9.3644308     0.01659265      9.9748292    0.017546332
            0.8      11.145521     0.01814134      10.742674    0.017602079      11.548368    0.018742669
              1      12.228346    0.018868099      11.727708    0.018232415      12.728983     0.01958902
            1.2      13.184148    0.019724197      12.573839    0.019049896      13.794458    0.020525149
            1.4       14.04183     0.01996927      13.313683    0.019198069      14.769977    0.020880034
            1.6      15.014382    0.020824393      14.141195    0.020188202      15.887569    0.021738169
            1.8      16.070055    0.021371164      15.035543    0.020532418      17.104568    0.022450991
              2       17.51783    0.022237776      16.266406    0.021363972      18.769255    0.023500393
            2.2      19.315654     0.02402767      17.804797    0.023829308      20.826512    0.024837115
            2.4      21.718124    0.025346054      19.883574     0.02471532      23.552673    0.026555242
            2.6      24.725944    0.027024419      22.479252    0.026721583      26.972637    0.028132619
            2.8       28.43186    0.029851404      25.740405    0.030378466      31.123315    0.030408077
              3      29.264788    0.030601675      26.430092    0.030727901      32.099483    0.031496533
            3.2      13.122153    0.020863777      11.717314    0.020910154      14.526993    0.021592964
            3.4      6.7444696    0.015321262      5.9460741     0.01752448      7.5428655    0.016996595
            3.6      3.8980612    0.011840165      3.4123939    0.011872999      4.3837283    0.012413774
            3.8      2.3386183   0.0091303567      2.0320956   0.0091163103      2.6451413   0.0095738307
              4      1.4656402   0.0074334177      1.2614666   0.0074958994      1.6698139   0.0078985922
            4.2     0.90840241   0.0059529706     0.77364139   0.0060235787      1.0431634   0.0063998603
            4.4     0.57686339   0.0047681952     0.48763897   0.0046973545     0.66608772   0.0051428015
            4.6     0.36829427   0.0039977301     0.30916398   0.0040182646     0.42742457    0.004124932
            4.8     0.23178241   0.0037914443     0.19069911   0.0040237326     0.27286574   0.0037187171
              5     0.23178241   0.0037914443     0.19069911   0.0040237326     0.27286574   0.0037187171
