#   R_yHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      2.6734212    0.009165383      2.6022607   0.0089680322      2.7445817   0.0093846809
            0.2      7.4158354    0.015097526      7.2003233    0.014749534      7.6313474    0.015494554
            0.4      10.827347    0.018090179      10.474183    0.017660796      11.180511    0.018594827
            0.6      12.920504    0.019731721      12.435849    0.019113056      13.405157    0.020627883
            0.8      13.952561     0.02011183      13.359999    0.019466906      14.545124    0.020864275
              1       14.52978    0.020483623      13.834212    0.019734865      15.225348    0.021446251
            1.2      14.861232    0.020589069      14.065337    0.019797178      15.657127    0.021581323
            1.4      15.158722    0.020877184      14.262848    0.020101005      16.054597    0.021860424
            1.6      15.654592    0.021104245      14.638523    0.020248907      16.670661    0.022254755
            1.8      16.482693    0.021679155      15.311523    0.020977669      17.653863    0.022714592
              2      17.655116    0.022622059      16.282959    0.021835207      19.027272    0.023881191
            2.2      19.353997    0.024015839      17.730156    0.023727888      20.977838    0.024968136
            2.4       21.67288    0.025811069      19.726697     0.02542697      23.619064    0.026920671
            2.6      24.645586    0.027553161       22.29632     0.02764735      26.994852    0.028380796
            2.8      28.386023    0.029987906      25.596568    0.030224582      31.175477    0.030837168
              3      28.189449    0.030335992      25.366182    0.030720485      31.012717      0.0310017
            3.2      8.3010876    0.016952104      7.3056151    0.019050314      9.2965607    0.018571855
            3.4      2.7157666    0.010294332      2.3519035    0.010629761      3.0796296    0.010526948
            3.6      1.0098684   0.0063535037     0.85953511   0.0065658477      1.1602016   0.0066158068
            3.8      0.3940942   0.0042918115     0.32910501   0.0046190749      0.4590835   0.0042112494
              4     0.15226835   0.0029564986     0.12531279   0.0031124206     0.17922395   0.0028914184
            4.2    0.060057339   0.0019446118    0.048584236   0.0020743214    0.071530382   0.0018610054
            4.4    0.019951637   0.0013268547    0.015159369   0.0014181535    0.024743999   0.0012586195
            4.6   0.0070353137  0.00094660289   0.0049764739   0.0010007161   0.0090941409  0.00090402757
            4.8   0.0014555537  0.00090956182  0.00045361171  0.00096691258   0.0024575463   0.0008578755
              5   0.0014555537  0.00090956182  0.00045361171  0.00096691258   0.0024575463   0.0008578755
