#       dyttbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4   -0.031995257   0.0013415472   -0.042104925   0.0015275195   -0.021885562   0.0011957342
           -3.8   -0.025878541   0.0014371663   -0.040551444   0.0016041718   -0.011205615   0.0013141676
           -3.6   -0.013003808   0.0016430648   -0.035062449   0.0018045845   0.0090548091   0.0015668684
           -3.4    0.021873059   0.0021355149  -0.0098905801   0.0023045412    0.053636721   0.0020507661
           -3.2    0.074048551   0.0031859767    0.029098422   0.0036057127     0.11899869     0.00287143
             -3     0.18318878   0.0031460593     0.11662772   0.0032807216     0.24974993   0.0031692008
           -2.8     0.35437489   0.0046262968     0.25918168   0.0046940647     0.44956807   0.0047296493
           -2.6     0.62502174    0.007206231     0.48103419   0.0069010815     0.76900934   0.0077824184
           -2.4      1.0314299   0.0062500682     0.81325997    0.006219872      1.2495999   0.0069673219
           -2.2      1.6299741   0.0086003922      1.2939166    0.011860753       1.966032    0.011713499
             -2      2.5175508   0.0093008239      2.0433113   0.0086489334      2.9917898    0.010899826
           -1.8      3.7654311    0.010841342      3.0887207    0.010014125      4.4421415    0.012281425
           -1.6      5.4992023    0.012748935       4.587056    0.011724325      6.4113485    0.014260632
           -1.4      7.7843501    0.015171735      6.6261987    0.014216846      8.9425014    0.016732719
           -1.2      10.608404    0.017294155      9.2689489    0.016291211      11.947858    0.018736482
             -1      13.991206    0.019669671      12.596194    0.018603746      15.386218    0.021011865
           -0.8      17.693611    0.022287313      16.410552    0.021660382      18.976669    0.023199191
           -0.6      21.458061    0.024936439      20.444086    0.024728169      22.472036    0.025402782
           -0.4      24.677067    0.027691544      23.983466    0.028234534      25.370668    0.027518532
           -0.2      26.735223    0.029265407      26.266486    0.029961913       27.20396    0.028872993
              0      26.790951    0.028908222      26.323981    0.029219434       27.25792    0.028775722
            0.2      24.726526    0.027315332      24.032633    0.027540406       25.42042     0.02734547
            0.4      21.455078    0.024966317      20.440185     0.02474109      22.469972    0.025431203
            0.6      17.725531    0.022424571      16.437857    0.021888146      19.013205    0.023286001
            0.8      13.987519     0.02017957      12.586971    0.019712469      15.388067    0.021175382
              1      10.605986    0.017200041      9.2718368     0.01605008      11.940136    0.018684129
            1.2      7.7218224    0.014873937      6.5707177       0.013754      8.8729268    0.016381095
            1.4      5.4911047    0.012790063      4.5753412    0.011843113      6.4068683    0.014211093
            1.6      3.7688568    0.011028457      3.0913444    0.010288036      4.4463692    0.012510608
            1.8      2.5392247   0.0095915333      2.0608869   0.0087042496      3.0175624    0.011558573
              2      1.6301434   0.0077999697      1.3092114   0.0073941067      1.9510753   0.0090886507
            2.2      1.0311715   0.0062888553     0.81636004   0.0060966884      1.2459831   0.0069495791
            2.4     0.62405595   0.0053443506      0.4788119   0.0055876784     0.76929968   0.0056076396
            2.6     0.35155043   0.0041390358     0.25523436   0.0042001449     0.44786628   0.0042933383
            2.8     0.17949484   0.0033164819     0.11263426   0.0035409802     0.24635533   0.0032682099
              3    0.078662218   0.0025289774    0.033525065   0.0026788761     0.12379952   0.0024773302
            3.2    0.016411159     0.00237065   -0.014768956   0.0026434719    0.047591243   0.0021761243
            3.4   -0.015391134   0.0016146159   -0.037397389   0.0018166094   0.0066151055   0.0015075236
            3.6   -0.026521472   0.0013851732   -0.040925725   0.0015590019   -0.012117224   0.0012540376
            3.8   -0.030540837   0.0012650712   -0.040243143   0.0014367575   -0.020838502   0.0011248531
              4   -0.030540837   0.0012650712   -0.040243143   0.0014367575   -0.020838502   0.0011248531
