#      R_yttbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0     0.36482482   0.0059171462     0.33315991   0.0062038639      0.3964899   0.0057130863
            0.2     0.85600471   0.0087052935       0.754238   0.0095444013      0.9577716   0.0080933004
            0.4      1.2107102   0.0096604416      1.0119428     0.01074677      1.4094778   0.0089367242
            0.6      1.5535078    0.010228172      1.2423522    0.011530898      1.8646631   0.0094629087
            0.8      1.8535776    0.010499162      1.4134609    0.011980833      2.2936943   0.0098010871
              1        2.20822    0.011526332      1.6376892    0.013238297      2.7787512    0.010654568
            1.2      2.6925354     0.01107878      2.0009441    0.012001718      3.3841267    0.010972307
            1.4      3.4694623     0.01247563      2.6337435     0.01380684       4.305181    0.012152624
            1.6      4.6374208    0.012670291      3.6627142    0.013316979      5.6121275    0.013101564
            1.8      6.4737731    0.013940769       5.342464    0.013756088      7.6050822     0.01491139
              2      9.4049908    0.016408045      8.0768676    0.016073048      10.733114    0.017509672
            2.2      14.375156    0.020165973       12.79576    0.021330219      15.954553    0.022168897
            2.4      22.617178    0.024472268      20.734889    0.023557844      24.499468    0.025928375
            2.6      36.600553    0.030698555       34.35985     0.02966599      38.841257    0.032136832
            2.8      58.471079    0.037816888      55.866751    0.036761859      61.075407     0.03918342
              3       73.35306    0.041938479      70.507407    0.040876178      76.198713    0.043292377
            3.2      23.421628    0.026565466      21.663846    0.025212741      25.179409      0.0283587
            3.4      8.2210539     0.01704962       7.475569    0.015919595      8.9665385    0.018970818
            3.6      3.2538533    0.012235667      2.9506981    0.011585498      3.5570081    0.013277746
            3.8      1.3209448   0.0078063919      1.1919044   0.0076051543      1.4499852    0.008195696
              4     0.51942719   0.0058632642     0.46096071   0.0060621511     0.57789373   0.0057918677
            4.2     0.18215608   0.0037466792     0.15483454   0.0038653792     0.20947753   0.0036719362
            4.4    0.049026036   0.0026973343    0.035104424   0.0028296105    0.062947752   0.0025885122
            4.6  -0.0049307076   0.0021015833   -0.012121412   0.0022291034   0.0022600369   0.0019872675
            4.8   -0.016812606   0.0016151757   -0.020444868   0.0017122607   -0.013180291   0.0015259323
              5   -0.016812606   0.0016151757   -0.020444868   0.0017122607   -0.013180291   0.0015259323
