#R_etaHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      1.8035546   0.0076565014      1.7620525   0.0075128835      1.8450568   0.0078132018
            0.2      5.1023051    0.012623368      4.9772244    0.012361735      5.2273856    0.012908114
            0.4      7.7126566    0.015354605      7.5002153    0.014995762      7.9250982    0.015749514
            0.6      9.7012822    0.017046198        9.39513    0.016592461      10.007434    0.017543715
            0.8      11.158292    0.018236207      10.756008    0.017675413      11.560575    0.018864274
              1       12.25645    0.018941892      11.752089    0.018284951      12.760811    0.019711342
            1.2      13.205906    0.019478929      12.592516    0.018783842      13.819297    0.020313326
            1.4      14.061368    0.020060418      13.326953    0.019292665      14.795782    0.021047967
            1.6      15.016317    0.020679649      14.143595    0.019859666      15.889039     0.02177266
            1.8      16.082185    0.021223765      15.042906    0.020373675      17.121463    0.022305668
              2       17.52465    0.022410892      16.275106    0.021550191      18.774193    0.023635323
            2.2      19.318232    0.023418092       17.80835    0.022564719      20.828114     0.02473569
            2.4      21.626588     0.02591444      19.780919    0.026279785      23.472257    0.026492462
            2.6      24.694162    0.027059832      22.441365    0.028083235      26.946959     0.02876642
            2.8      28.487715    0.029562622      25.795464    0.029408586      31.179964    0.030574289
              3      29.239262    0.030707747      26.401102    0.031231933      32.077423     0.03128136
            3.2      13.140393    0.021119178      11.738619    0.021338546      14.542167    0.021681946
            3.4      6.7616607    0.015289964      5.9839073    0.015335191      7.5394144    0.015832963
            3.6      3.8841891    0.011603215      3.4041723    0.011563917      4.3642059    0.012164892
            3.8      2.3334676    0.009661525      2.0244114   0.0097334033      2.6425238   0.0099967311
              4      1.4389037    0.007252021      1.2368373   0.0072304161        1.64097   0.0076734041
            4.2     0.90149026   0.0062300001     0.76773544    0.005798261      1.0352452   0.0073120902
            4.4     0.57482927   0.0047186241     0.48727892   0.0047715282     0.66237942   0.0050213935
            4.6     0.36929157   0.0040524714     0.30854241   0.0039367343     0.43004069   0.0044042565
            4.8     0.23759706   0.0031856186     0.19718238   0.0031889215     0.27801183   0.0033703965
              5     0.23759706   0.0031856186     0.19718238   0.0031889215     0.27801183   0.0033703965
