#     detattbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4     0.14127609   0.0038044369    0.033360124   0.0038929549      0.2491921   0.0042246059
           -3.8     0.23775528   0.0031134835     0.10249623   0.0031817146     0.37301429   0.0039326951
           -3.6     0.35623638     0.00421163     0.19037073   0.0039050654     0.52210224   0.0051954288
           -3.4     0.53791622   0.0050255207     0.32906549   0.0044351292     0.74676708   0.0063577876
           -3.2      0.7857601   0.0062974604     0.53239544    0.005537724      1.0391246    0.007477226
             -3      1.1027067   0.0072611458     0.79248431    0.010755719      1.4129293    0.010252072
           -2.8      1.5264466   0.0071127544      1.1631621   0.0064439067      1.8897309   0.0081463748
           -2.6      2.0906097   0.0082613651      1.6569457   0.0076085399      2.5242736    0.009278919
           -2.4      2.8025195   0.0092489005      2.2954884   0.0085271586      3.3095505    0.010311785
           -2.2      3.7102108    0.010552947      3.1217997   0.0097464991      4.2986219     0.01165929
             -2      4.8570497    0.012020877      4.1798121    0.011226218      5.5342871    0.013185098
           -1.8      6.2256738    0.013557292      5.4797365    0.012777916      6.9716108    0.014621199
           -1.6       7.819982    0.015492533      7.0127855    0.014671419      8.6271786    0.016630183
           -1.4      9.6313321    0.017123365       8.788754    0.016776528      10.473909    0.017883193
           -1.2       11.61817    0.018507453      10.776931    0.017989366      12.459408    0.019267736
             -1      13.684255    0.020148578      12.889315    0.019809434      14.479194     0.02072979
           -0.8      15.684423    0.021590454      14.973388    0.021369811      16.395457    0.022024179
           -0.6      17.491661    0.023373361      16.885283    0.023773544      18.098039    0.023341122
           -0.4      18.761851    0.024191102      18.259508    0.024647438      19.264193    0.024044203
           -0.2      19.503229    0.024517147      19.059847    0.024797141      19.946612    0.024451339
              0      19.499943    0.024266709      19.056632    0.024342832      19.943253    0.024390272
            0.2      18.846238    0.023714356      18.345575    0.023687509        19.3469    0.023897188
            0.4      17.481341    0.022875438      16.878112    0.022794488       18.08457    0.023143153
            0.6      15.695948    0.021569437      14.983814    0.021346107      16.408083    0.022005632
            0.8      13.688193    0.020252009      12.893557    0.020130497      14.482828    0.020719311
              1      11.641665    0.018542351      10.799422    0.018035008      12.483909    0.019311178
            1.2      9.6005034    0.016815048      8.7587317     0.01619136      10.442275    0.017739274
            1.4      7.7966141    0.015146586      6.9859162    0.014384577      8.6073121    0.016164174
            1.6      6.2086854    0.014032725      5.4629871    0.013449603       6.954384    0.014932913
            1.8      4.8380775    0.012188837      4.1683881    0.011512219      5.5077673    0.013211021
              2      3.7186552    0.010937168      3.1267922    0.010500973      4.3105181    0.011825587
            2.2      2.8031688   0.0095311685      2.2943292   0.0090857489       3.312008    0.010431143
            2.4       2.095596   0.0081801828      1.6600729   0.0075486764       2.531119   0.0092330458
            2.6      1.5396833   0.0071217694      1.1732698   0.0065076825      1.9060965   0.0081238161
            2.8       1.101597   0.0061383512     0.80092691   0.0055184394      1.4022669   0.0072152999
              3     0.77535588   0.0052102764     0.52629054   0.0045876838      1.0244213   0.0063142378
            3.2     0.53198504   0.0046935416     0.32524463   0.0042104471     0.73872524   0.0057650724
            3.4     0.37176788   0.0045944365     0.20212266   0.0036264837     0.54141301   0.0064802786
            3.6     0.24011615   0.0031823666     0.10374813   0.0029987784     0.37648408   0.0042285211
            3.8      0.1449731   0.0026251527    0.035200986   0.0027088787      0.2547451   0.0033413801
              4      0.1449731   0.0026251527    0.035200986   0.0027088787      0.2547451   0.0033413801
