#  detaHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4     0.24857992   0.0029496397     0.21397741   0.0028827104     0.28318246   0.0031229174
           -3.8     0.34736368   0.0040695976     0.30017982   0.0041797852      0.3945476   0.0041351529
           -3.6     0.47663821   0.0039580984     0.41613677   0.0038439515     0.53713966   0.0041973647
           -3.4     0.66233757   0.0047626681     0.58267987   0.0045733405     0.74199533   0.0051208658
           -3.2     0.88767598   0.0053995986     0.78071237   0.0053567647     0.99463958   0.0057370793
             -3      1.2115947   0.0064915555      1.0714191    0.006351646      1.3517701   0.0070776654
           -2.8      1.6067432   0.0072014298      1.4328796   0.0070129668      1.7806069   0.0075977094
           -2.6      2.1236563   0.0082082934      1.8955021   0.0080441528      2.3518103   0.0087781146
           -2.4      2.8147627   0.0095881191       2.528676   0.0092525731      3.1008494    0.010246572
           -2.2      3.6655602    0.010649263      3.3100946    0.010446804       4.021026    0.011186505
             -2      4.7093341    0.012102718      4.2660572    0.011860203       5.152611     0.01271813
           -1.8      6.0122768    0.014166859      5.4687547    0.016231211      6.5557992    0.016057335
           -1.6      7.5085579    0.015174135      6.8730639    0.014820991      8.1440521     0.01593104
           -1.4      9.2793953     0.01705623      8.5338267    0.016727105      10.024964    0.017755037
           -1.2      11.269592    0.019154306      10.407779    0.019312406      12.131404    0.019574217
             -1      13.363145    0.020117357      12.397493    0.019819438      14.328797    0.020880275
           -0.8      15.518511    0.021670111      14.457144    0.021165069      16.579876    0.022575191
           -0.6      17.443113    0.023167464      16.307553    0.023147618      18.578674    0.023698433
           -0.4      18.974819    0.023987613      17.782285    0.023503423      20.167352    0.024834333
           -0.2      19.830097    0.024204901      18.612196    0.023715995      21.047999    0.025032717
              0      19.837705    0.024274455      18.617181    0.023830541      21.058229    0.025047376
            0.2      18.955055    0.024073312      17.759678    0.023807167      20.150431      0.0249246
            0.4      17.451564    0.023036783      16.311349    0.022776737       18.59178    0.023719298
            0.6      15.476261    0.021510438      14.416848    0.021035057      16.535674    0.022337281
            0.8      13.384283       0.020207      12.420144    0.019893933      14.348422     0.02091659
              1      11.281181    0.018926194      10.422552     0.01876191       12.13981    0.019518868
            1.2      9.2733964      0.0171119      8.5256265    0.016777955      10.021167    0.017864492
            1.4      7.5142219    0.015177578      6.8759907    0.014814977      8.1524532    0.015893001
            1.6      5.9932324    0.013543866      5.4579572    0.013209446      6.5285075    0.014246089
            1.8       4.726022    0.012115448      4.2862562    0.011824103      5.1657874    0.012778629
              2       3.657752    0.010772481      3.3013821    0.010625407      4.0141219    0.011247158
            2.2      2.8220067   0.0094040635      2.5357427   0.0092014087      3.1082704   0.0099059815
            2.4      2.1484702   0.0082405001      1.9214085   0.0081213262      2.3755321     0.00865993
            2.6      1.6186789   0.0072765822      1.4407065   0.0071263081      1.7966513    0.007736429
            2.8      1.2074052   0.0063763218      1.0694745   0.0061169794      1.3453356   0.0070543521
              3     0.88550636   0.0054358703     0.77984857   0.0052837842     0.99116417   0.0058729867
            3.2     0.65644538   0.0046572689     0.57554022   0.0045610358     0.73735052   0.0049256172
            3.4     0.47020867   0.0040863365     0.41069582   0.0039571657     0.52972146   0.0043420643
            3.6     0.34556016    0.003457871     0.29944915   0.0034225484     0.39167128   0.0036593085
            3.8     0.24593207   0.0029736602     0.21221154   0.0029322938     0.27965266    0.003120866
              4     0.24593207   0.0029736602     0.21221154   0.0029322938     0.27965266    0.003120866
