# detaHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4     0.24115279   0.0029099404     0.20818856   0.0028305263     0.27411709   0.0030860498
           -3.8     0.34153004   0.0034337694     0.29518006   0.0033361762     0.38788002   0.0036705653
           -3.6     0.47173607    0.004019534     0.41003428    0.003950427     0.53343781   0.0042581146
           -3.4     0.64268115   0.0046398232     0.56181143   0.0045125855     0.72355078   0.0049474773
           -3.2     0.88930983   0.0059383145     0.78115427   0.0053987281     0.99746535   0.0070641919
             -3      1.1941233    0.006976123      1.0550951   0.0070964017      1.3331515   0.0070942636
           -2.8      1.6130152    0.007214113      1.4366694   0.0069691422      1.7893608   0.0077109707
           -2.6      2.1298942   0.0082915676      1.9031314   0.0080923935       2.356657   0.0087986165
           -2.4      2.8253154   0.0096002749      2.5399843     0.00943116      3.1106464    0.010067017
           -2.2      3.6545648    0.010587971      3.2976008    0.010324666      4.0115288    0.011174481
             -2      4.7204266    0.012117781      4.2825387    0.011800166      5.1583146    0.012753732
           -1.8      5.9827778    0.013776596      5.4562377    0.013531038      6.5093179    0.014386209
           -1.6      7.5298637     0.01512615      6.8981446    0.014765279      8.1615826     0.01584386
           -1.4      9.2658404    0.017091819      8.5191134    0.016897772      10.012567    0.017708152
           -1.2      11.267721     0.01848736      10.409595    0.018122779      12.125848    0.019214824
             -1      13.396021    0.020162575      12.431616    0.019740303      14.360425    0.020952343
           -0.8      15.509279    0.021571046      14.445481    0.021132473      16.573078    0.022437739
           -0.6      17.455973    0.023670493        16.3099     0.02398472      18.602047     0.02398286
           -0.4       18.96564    0.023728383       17.76788    0.023291197      20.163399    0.024526004
           -0.2      19.858128    0.024731669      18.630476    0.024705051       21.08578    0.025244713
              0      19.839312    0.024254179      18.609963    0.023833451      21.068662    0.025055214
            0.2      18.975971    0.023833545      17.779092    0.023487685      20.172851    0.024588402
            0.4      17.412693    0.022750785      16.272363    0.022434613      18.553022    0.023535712
            0.6      15.564798    0.021612648      14.499847    0.021082005      16.629749    0.022567761
            0.8      13.376537    0.020200371      12.411266    0.019753144      14.341808    0.021041877
              1       11.26984    0.018591394      10.407101    0.020009153      12.132579    0.020306508
            1.2      9.2738136    0.017142616      8.5286633    0.017041133      10.018963    0.017728679
            1.4      7.5319471    0.015591552       6.892524    0.015218982        8.17137    0.016441837
            1.6      5.9782774    0.013668551      5.4477283    0.013331682      6.5088268    0.014331096
            1.8        4.69473    0.011943477      4.2610646    0.011574117      5.1283954    0.012629221
              2      3.6591291    0.010589392      3.3045245    0.010294913      4.0137337    0.011171314
            2.2      2.8055589   0.0095121786      2.5193785   0.0094416181      3.0917392   0.0099870228
            2.4      2.1459661   0.0082435518      1.9198191   0.0079752668      2.3721131   0.0087879163
            2.6      1.6183336   0.0083391764        1.44196   0.0080690646       1.794707   0.0088003237
            2.8      1.2002796   0.0061669181      1.0628747   0.0060655381      1.3376845   0.0066144389
              3     0.89341429   0.0054941697     0.78815736   0.0054034069     0.99867116   0.0057844463
            3.2     0.65977114   0.0047134534      0.5792878   0.0046356331     0.74025443    0.004974919
            3.4     0.46696718   0.0040521721     0.40659859    0.003973251     0.52733582   0.0043362759
            3.6     0.34495861   0.0034316925     0.29912873    0.003369561     0.39078848   0.0036358583
            3.8     0.24846402   0.0029288654     0.21318217   0.0030006253     0.28374587   0.0032265476
              4     0.24846402   0.0029288654     0.21318217   0.0030006253     0.28374587   0.0032265476
