#           ptH        central        num_err    min (scale)        num_err    max (scale)        num_err
              0   0.0018017843  7.8320182e-05    0.001790078  7.7814168e-05   0.0018182828  7.9040771e-05
              5   0.0053985621  0.00013561872   0.0053605627  0.00013466983   0.0054538246  0.00013701273
             10   0.0085551186   0.0001705276   0.0084902743  0.00016923848   0.0086553737  0.00017254129
             15    0.012008105  0.00020189137    0.011911035  0.00020026447     0.01216159  0.00020449108
             20    0.015004109  0.00022560223    0.014870157  0.00022359333    0.015216917  0.00022882628
             25    0.017863449  0.00024643445    0.017694071   0.0002441256    0.018141952  0.00025026205
             30    0.019740331  0.00025877448    0.019539293  0.00025614679    0.020075067  0.00026319622
             35    0.022971298  0.00019608795    0.022714932  0.00019390991    0.023394637  0.00019972534
             45    0.026546927  0.00017060123    0.026206685  0.00016842188    0.027109869  0.00017424705
             60    0.027696553  0.00014971226    0.027285294  0.00014750122    0.028364465  0.00015334234
             80    0.026152096  0.00014573945     0.02570363  0.00014325732    0.026854114  0.00014966764
            100    0.022628407  0.00013611111    0.022195541  0.00013352076    0.023276697  0.00014003271
            120    0.018420499  0.00012338077    0.018032817  0.00012080006    0.018976666  0.00012712224
            140    0.013748211   8.673573e-05    0.013433849  8.4774472e-05    0.014174951  8.9421862e-05
            170   0.0095550735  7.2796796e-05   0.0093191365  7.1019099e-05   0.0098511504  7.5044444e-05
            200   0.0057337771  4.3658909e-05   0.0055795756  4.2503175e-05   0.0059103418  4.4989059e-05
            250   0.0022853214  1.9539888e-05   0.0022186342    1.89791e-05    0.002351292  2.0095242e-05
            350  0.00068519838  1.0788519e-05  0.00066437323  1.0466404e-05  0.00070205914  1.1047414e-05
            450  2.7091202e-06  5.8619791e-08  2.6319161e-06  5.6997524e-08  2.7602056e-06  5.9671652e-08
          14000  2.7091202e-06  5.8619791e-08  2.6319161e-06  5.6997524e-08  2.7602056e-06  5.9671652e-08
