#        pthlep        central        num_err    min (scale)        num_err    max (scale)        num_err
             25    0.067362648  0.00019466571    0.066079448  0.00019099216    0.069232771  0.00020009262
             50    0.044061302  0.00016334688    0.043231049  0.00016029255    0.045243293  0.00016774259
             75    0.025211782  0.00012720092    0.024741265   0.0001248572    0.025842529  0.00013038447
            100    0.011028512  5.9833345e-05    0.010831828  5.8778722e-05     0.01127542  6.1171376e-05
            150   0.0035363702   3.466983e-05   0.0034773758   3.410542e-05   0.0036046247  3.5328558e-05
            200   0.0008529533  1.2143428e-05  0.00084022571  1.1968298e-05  0.00086670248  1.2334039e-05
            300   0.0008529533  1.2143428e-05  0.00084022571  1.1968298e-05  0.00086670248  1.2334039e-05
