#         total        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      4.2472732   0.0063347409      4.1684042   0.0062192077      4.3566843    0.006498212
              1      4.2472732   0.0063347409      4.1684042   0.0062192077      4.3566843    0.006498212
