# dphiHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      19.724571    0.034720456      17.932525     0.03869759      21.516616    0.037655158
            0.2       19.45492    0.034714405      17.626667     0.04020686      21.283176    0.037720627
            0.4      19.186046    0.035266943      17.283195    0.041519033      21.088896    0.037763574
            0.6      19.047976    0.037581324      17.061991     0.04466445       21.03396    0.038864821
            0.8      19.066618    0.038381568       16.95543    0.047272971      21.177807    0.038865925
              1      19.513228    0.035430626       17.23747    0.040734726      21.788985    0.039094623
            1.2      20.237704    0.035599785      17.770124    0.038896296      22.705284    0.040987193
            1.4      21.318188    0.039272527      18.544048    0.047174025       24.09233    0.040493478
            1.6       22.98629     0.03654723       19.79659    0.038174422      26.175989    0.046192675
            1.8       25.15877    0.038706409       21.43972     0.04002509      28.877821    0.050784942
              2      27.962618     0.03961886      23.620358    0.040171749      32.304877    0.049031825
            2.2      31.528631    0.043261026      26.159499    0.046249254      36.897764    0.056360694
            2.4      35.896393    0.046945274        29.2982    0.047639254      42.494585     0.06636202
            2.6      40.670861    0.048396415      32.372001    0.065883183      48.969723    0.064674129
            2.8      44.247674    0.054270275      33.780124    0.069279922      54.715223    0.058324619
              3      30.312211    0.074671653      21.129678     0.10375694      39.494743    0.061830625
            3.2      30.312211    0.074671653      21.129678     0.10375694      39.494743    0.061830625
