#   R_yHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      3.8931426    0.015218343      3.6324758    0.016437509      4.1538098    0.015870835
            0.2      10.661532    0.027631196      9.8642722    0.031794018      11.458791     0.03345098
            0.4      15.390269    0.031561258       14.12743     0.03763468      16.653109    0.035603776
            0.6      18.343874    0.040754895       16.68913    0.051563247      19.998621    0.038651399
            0.8      19.933379    0.033308233      17.992065    0.037872183      21.874692    0.035229898
              1       20.90914    0.036982901      18.656076    0.055962404      23.162204    0.043714761
            1.2      21.649099    0.036622152      19.156733    0.041898356      24.141465    0.039036306
            1.4      22.434763    0.038050535      19.653722    0.041636631      25.215805    0.044608239
            1.6      23.522984    0.038757921      20.415398    0.043410198      26.630571    0.042823958
            1.8      25.217808    0.038260467      21.632943    0.042003617      28.802673    0.047849198
              2      27.483586    0.042449123       23.26973    0.049632679      31.697444    0.053578449
            2.2      30.525046    0.044084471      25.595037    0.042999451      35.455055    0.059409705
            2.4      34.316717    0.048468508      28.312338    0.056157975      40.321095    0.057747304
            2.6      38.852466    0.044684138      31.412743    0.046245424      46.292189    0.058409529
            2.8      43.212441     0.04858254      33.784657    0.057605972      52.640223    0.057575307
              3      39.904883    0.064324072      29.389731    0.086799243      50.420033    0.059944003
            3.2      12.306527    0.044243526       8.844567    0.059882136      15.768486    0.043652638
            3.4       4.446246    0.026549423      3.2199027    0.032312664      5.6725888    0.026743922
            3.6      1.8343252    0.021353971      1.3111924    0.025964004      2.3574588    0.020209087
            3.8     0.81424977    0.014575506      0.5813764      0.0194875       1.047122    0.011777703
              4     0.36717942   0.0091846653     0.26255936    0.010953841     0.47179997   0.0086006228
            4.2     0.16181867   0.0059871062     0.11393757   0.0074284261     0.20969993   0.0053049998
            4.4    0.076021451   0.0034184334    0.055345576   0.0041133614    0.096697323   0.0032172364
            4.6    0.034566936   0.0020723571    0.026104728   0.0023933541    0.043029113   0.0019874816
            4.8    0.010271402   0.0040717106   0.0014718382   0.0072043913    0.019070785    0.001569995
              5    0.010271402   0.0040717106   0.0014718382   0.0072043913    0.019070785    0.001569995
