#R_etaHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      2.5401545     0.01228187      2.3816288    0.012517645      2.6986796    0.014001686
            0.2      7.1718327    0.019319225      6.7105061    0.021059729      7.6331595    0.021336465
            0.4      10.893315    0.024033323      10.166101    0.025942323      11.620527    0.025566855
            0.6        13.7809     0.02677163       12.74128    0.028863747       14.82052    0.029166789
            0.8      15.941973    0.030039551      14.600909    0.033412722      17.283036    0.032960199
              1      17.686431    0.031932103      16.041327    0.035759411      19.331535    0.035804329
            1.2      19.220062    0.035620244      17.290644     0.04127375      21.149479    0.038116955
            1.4      20.741482    0.038628192      18.476797    0.045171537      23.006166    0.040851942
            1.6      22.471202    0.038198479      19.815595    0.040046108      25.126809    0.045545454
            1.8      24.385837    0.036822802      21.272279    0.040142294      27.499396    0.043286706
              2      26.945716    0.039746285      23.255422    0.042892648       30.63601    0.048039928
            2.2      30.110185    0.042578998      25.625614    0.045237938      34.594755    0.053321252
            2.4      33.985019    0.045459825      28.450026     0.04537237      39.520013    0.061791435
            2.6       38.63787    0.045747225       31.73052    0.049939069      45.545222    0.062141387
            2.8       43.32983    0.048709327      34.626964    0.057686851      52.032699    0.057990729
              3      41.903703    0.065495436      31.738429    0.095770544      52.068977    0.065364973
            3.2      19.476445    0.049195424       14.56608    0.066832109      24.386808     0.04641707
            3.4       10.42005    0.031538529      7.6629844    0.038921949      13.177114     0.03454243
            3.6      6.1127794    0.026681681      4.3566252    0.035044489      7.8689338    0.025361703
            3.8      3.8096686    0.021355408       2.613059    0.027216431      5.0062774    0.023651081
              4      2.3970925    0.019047714      1.5661045    0.024301537      3.2280805    0.020353379
            4.2      1.5268283    0.022313588     0.95076688    0.024902164      2.1028904    0.022203751
            4.4     0.98974709    0.013499529     0.58449887    0.016195342      1.3949953    0.013513721
            4.6     0.63255551    0.015755308     0.32875343    0.020122366     0.93635729    0.013992752
            4.8     0.41553826    0.013137742     0.19808808    0.016557416       0.632988    0.011309043
              5     0.41553826    0.013137742     0.19808808    0.016557416       0.632988    0.011309043
