#    R_etattbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0     0.26559542   0.0044637743      0.1543269   0.0051391788      0.3768639   0.0048506807
            0.2     0.72878755   0.0083156692     0.38074358   0.0089345858      1.0768312   0.0098100726
            0.4      1.1631825    0.010299409     0.54446847    0.011889664      1.7818964    0.012579399
            0.6      1.5935206    0.011365246     0.72667662    0.012860408      2.4603647    0.013815458
            0.8      2.0241847    0.012890621     0.86740923    0.015739474      3.1809606    0.016365177
              1      2.5567334    0.015324209      1.1113975    0.019290662      4.0020686    0.017715588
            1.2      3.3364994    0.018684828      1.5605705    0.019653968      5.1124288    0.026645926
            1.4      4.4237564    0.023576434      2.2620974    0.024475111       6.585416    0.032609947
            1.6      5.9735747    0.027708672      3.3950644    0.037103377      8.5520843    0.029188902
            1.8      8.4434307    0.026071505      5.3812849    0.033706443      11.505575    0.032295529
              2      12.388971    0.027963062      8.7248872    0.036789627      16.053055    0.034169163
            2.2      18.888778    0.039929668      14.476747    0.054822264      23.300807    0.042095432
            2.4       29.74357    0.046032518      24.398997    0.057991784      35.088142    0.055334124
            2.6      47.872269    0.050552001      41.399982    0.070791978      54.344556    0.061571811
            2.8       76.10617    0.063075397      68.417068    0.078318628      83.795271    0.070434188
              3      97.995958    0.063944405      89.686151    0.070950127      106.30576    0.075013995
            3.2      44.512394    0.049226108      39.347889    0.054595488      49.676901    0.056434864
            3.4      23.036394    0.041559321      19.561864    0.047439089      26.510924    0.043909256
            3.6      13.376396    0.033744452      10.964421    0.038351987      15.788373    0.035895476
            3.8      8.1512585    0.033166839      6.3684604    0.040238461      9.9340573    0.035519879
              4      5.0982245    0.028502286      3.7628904    0.032122734       6.433559    0.030938459
            4.2       3.227946    0.026378764      2.2409456    0.028710435      4.2149463    0.027236607
            4.4      2.0577203    0.032514202      1.3006693    0.034715269      2.8147718    0.033070304
            4.6      1.2975241     0.02244952     0.71002001    0.030410023      1.8850284    0.021801118
            4.8     0.83722534      0.0194792     0.39537926    0.022197236      1.2790713    0.018603019
              5     0.83722534      0.0194792     0.39537926    0.022197236      1.2790713    0.018603019
