#      etaHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4     0.59101067   0.0064259929     0.42398316   0.0074465512     0.75803823    0.008235199
           -3.8     0.86046666   0.0077954667     0.61430166   0.0096255987      1.1066316   0.0092250491
           -3.6      1.2690038    0.012464578     0.89879053    0.013116797      1.6392164    0.016971154
           -3.4      1.8127607    0.013811378      1.3137472     0.01645258      2.3117742    0.025623174
           -3.2      2.5104083    0.015616241      1.8647039    0.018093813      3.1561127    0.018070628
             -3       3.445853    0.016069862      2.6357375    0.018778139      4.2559688    0.018562339
           -2.8      4.6369173    0.018139999       3.579213     0.02112006      5.6946221    0.022528665
           -2.6      6.0753261    0.022546648      4.7927581    0.024994764      7.3578936    0.028159123
           -2.4      7.7768431    0.025159023      6.2009679    0.028212091      9.3527188    0.030236163
           -2.2      9.6222763    0.026802486      7.7841086    0.030827243      11.460443    0.032659548
             -2      11.543916    0.031752692      9.5025469    0.039568758      13.585285    0.033259688
           -1.8      13.457455    0.036067691      11.152062    0.046916192       15.76285    0.037330953
           -1.6      15.129036    0.033318654      12.685341    0.037838354      17.572731    0.043596098
           -1.4      16.673167    0.034453887      14.107048    0.040249146      19.239287    0.036819369
           -1.2      17.740599    0.037897768      15.098097    0.045915584        20.3831    0.038583456
             -1      18.537664    0.032947519       15.90428     0.03725587      21.171047    0.036198697
           -0.8      18.941028    0.036648631      16.268239    0.042160211      21.613818    0.039768265
           -0.6       19.13468    0.033672498      16.515611     0.03758181      21.753749    0.036110973
           -0.4      19.125211    0.033647158      16.518602    0.037688373       21.73182    0.036067014
           -0.2       19.12366    0.035635805      16.480661     0.05491834      21.766659    0.042986021
              0      19.049626    0.038325644      16.433244    0.041778432      21.666008    0.043208666
            0.2      19.099162    0.033915964      16.445819     0.04020571      21.752504    0.039023395
            0.4      19.048186    0.035945508      16.350728    0.040218422       21.74564    0.041394486
            0.6      18.789115    0.033465311      16.124638    0.039180232      21.453593    0.035145556
            0.8      18.393453    0.033419445      15.703485    0.037973624       21.08342    0.037116176
              1      17.538039    0.034248943      14.861933    0.039639902      20.214145    0.038320739
            1.2      16.464088     0.03143425      13.895674    0.035920942      19.032503    0.035663896
            1.4      14.885323     0.03573312       12.40384    0.044552777      17.366807    0.039049303
            1.6      13.242606    0.030367523      10.962198    0.035009022      15.523015    0.036993458
            1.8      11.385546    0.027685108      9.2796093    0.033192667      13.491484    0.031354258
              2      9.4736202    0.024755631      7.6660638    0.029074253      11.281177    0.029207379
            2.2      7.5956884    0.034995374      5.9841175    0.048086532      9.2072587    0.033285685
            2.4      5.9546249    0.026498404      4.6501482    0.031854848      7.2591021    0.029271039
            2.6      4.5739021    0.019527894      3.5398156    0.022720258      5.6079881     0.02222333
            2.8      3.3654066     0.01591165      2.5375802    0.020724815      4.1932327    0.018036901
              3      2.4729454    0.014531857      1.8378366    0.017595613       3.108054    0.020667133
            3.2      1.7590034    0.011361324      1.2902623    0.013828006      2.2277436    0.013656883
            3.4      1.2538641    0.011038803     0.90605177    0.011947031      1.6016762    0.014856476
            3.6     0.85579315   0.0080033735      0.6126196   0.0098929575      1.0989677   0.0097456978
            3.8     0.59826114   0.0065952609     0.42528434   0.0085280539     0.77123753   0.0080034505
              4     0.59826114   0.0065952609     0.42528434   0.0085280539     0.77123753   0.0080034505
