#         pttop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0     0.19644422   0.0038600583     0.18173672   0.0032163116     0.21525491   0.0054917672
             10     0.59360752    0.011700196     0.55161967   0.0092434211     0.63868352    0.016496595
             20     0.94813972   0.0084470721     0.88296899   0.0073466886      1.0207032    0.011911104
             30      1.2866448   0.0099507628      1.1966309    0.010837974      1.3743046    0.013976774
             40      1.5731497    0.010813491       1.473271    0.010422371      1.6727759    0.018553185
             50      1.8542818    0.015651698      1.7313781    0.011883115      1.9873101    0.025484925
             60      2.0164498    0.013297335      1.9039429    0.014017294      2.1248479    0.017332082
             70      2.1743352    0.012997842      2.0358321    0.011358513      2.3099031    0.018673634
             80      2.2616066    0.012098047      2.1315309    0.015301076      2.4053108    0.016925055
             90      2.3279242    0.014312289      2.1844515     0.01364201      2.4830918    0.018082163
            100       2.316268     0.01209483      2.1736997    0.011145639      2.4513599    0.017679229
            110      2.3135665     0.01212001      2.1726097    0.010991699      2.4501825    0.017076695
            120      2.2237386    0.016338299      2.0783151    0.011838067      2.3422605    0.017070437
            130       2.162204    0.011655056      2.0297557    0.010888662      2.2851881    0.017067834
            140      2.0587715    0.011534737      1.9332841    0.010674757      2.1792114    0.015895421
            150      1.9445066    0.011124612      1.8265558   0.0099093593      2.0576499     0.01520477
            160      1.8118541    0.010953299      1.7077221    0.010671343      1.9041393    0.014926934
            170      1.7051009    0.010466783      1.6086142    0.010086224      1.7844504    0.014436757
            180      1.5890094    0.010067082      1.5003293    0.009559742       1.666196    0.013715701
            190      1.4585933   0.0097064283      1.3767377    0.010688155      1.5279255    0.013183576
            200      1.3351486   0.0091067094      1.2559015   0.0084089154      1.4069225    0.012473284
            210      1.2197813   0.0087238085      1.1447427   0.0078789229      1.2899222     0.01183878
            220      1.1137852   0.0086405284      1.0527783   0.0083512103      1.1618316    0.011396628
            230      1.0063987   0.0079386685     0.94643867   0.0073000994      1.0547365    0.010713235
            240     0.90291731   0.0077286083     0.85233238   0.0076569998     0.94166561    0.010181501
            250     0.82031289   0.0073914424     0.77813383   0.0074846197     0.85189307   0.0099079141
            260     0.73975802   0.0078081937     0.70113247    0.008928556     0.76671209   0.0098445915
            270     0.66724787    0.006481847     0.62870595     0.00604398     0.70026154   0.0087813442
            280     0.60423198   0.0063621254     0.57220166   0.0064540064     0.62874562   0.0083038381
            290     0.53759193    0.006150402     0.51004719   0.0055473693     0.59054061    0.046820917
            300     0.48518285   0.0059108195      0.4623096   0.0059650305     0.49724133   0.0069775687
            310      0.4338218   0.0053565097     0.41137848   0.0050331081     0.45145454   0.0070499212
            320     0.39865296   0.0051057419     0.37675922   0.0046170856     0.41237547   0.0083264455
            330     0.35897872   0.0046892063     0.33783594   0.0042938104     0.37503714   0.0063055317
            340     0.31992566   0.0050422559     0.30475874   0.0051010431     0.32817762    0.005770509
            350     0.28696596   0.0041988573     0.27097298   0.0039065082      0.2983572    0.005647739
            360     0.25331288   0.0039900952     0.24082331   0.0036475916     0.26247691   0.0052706289
            370      0.2301456   0.0042191411     0.21823576   0.0050394849     0.23689091   0.0045818649
            380     0.21088816   0.0035682152     0.19918725    0.003222375      0.2193004   0.0047049104
            390     0.18017468   0.0033231979     0.17056534   0.0030115262     0.18587502    0.004419471
            400     0.16331371   0.0031632104     0.15439738   0.0029426737     0.16826416   0.0038307788
            410      0.1501195   0.0030386593     0.14243476   0.0027533967      0.1542468    0.003709083
            420     0.13609273   0.0031355803     0.13044082   0.0026982409     0.14112166   0.0038568025
            430     0.11907579   0.0027534819     0.11367992   0.0025896102     0.12165536   0.0032901265
            440     0.11061819   0.0026489734     0.10450054   0.0024605859     0.11469509   0.0031573277
            450    0.095614925   0.0024405864    0.090078341   0.0022370239    0.099691526   0.0032334092
            460     0.08755421   0.0023693907    0.083107889   0.0022212713    0.089517066   0.0029132035
            470    0.083063998   0.0023329929    0.077486137   0.0021626456     0.08799812    0.003021688
            480    0.072255529    0.002106891     0.06874064   0.0019138554    0.074073539   0.0027894705
            490    0.062595715   0.0020642827    0.060250462   0.0020991483    0.063301025   0.0024015953
            500    0.060787628   0.0019338351    0.058493817   0.0017540222    0.061351978   0.0023429315
            510    0.052799544   0.0018427221    0.050745699   0.0017464911    0.053394337    0.002237879
            520    0.048321021   0.0017217225    0.046007081   0.0015907494    0.049652832   0.0020583215
            530    0.043060502   0.0016321977    0.040849416   0.0014869824    0.044479331   0.0021562994
            540    0.039260476   0.0016027969    0.037767391   0.0015258571    0.040263541     0.00186853
            550    0.037577364    0.001488243    0.035685715   0.0013653696    0.038946469   0.0019037488
            560    0.036882162   0.0014657627    0.034387634   0.0013627607    0.039297855   0.0019672338
            570    0.032517092   0.0013974308    0.030493119   0.0012787352    0.033967491   0.0017901208
            580    0.028319675   0.0013220405    0.027297753   0.0012473214    0.028925908   0.0015711697
            590    0.025250582   0.0013470812    0.023599645   0.0011801149    0.026022165   0.0016139416
            600    0.021966613   0.0012231101    0.021243085   0.0016257622    0.022018572   0.0012229491
            610    0.020116287   0.0011280354    0.019335291  0.00099994858    0.020449917   0.0013698098
            620    0.018953503   0.0010674517    0.018318416    0.001406986    0.019096398    0.001044656
            630    0.017937411   0.0010654217    0.017091161   0.0010255433    0.018457067    0.001226286
            640    0.014724531  0.00095470928    0.014210528  0.00085539337    0.014807888   0.0011737841
            650    0.015077845  0.00098778202    0.014550025  0.00089865428    0.015218606   0.0011506789
            660    0.011214257  0.00089078024    0.010668842  0.00082090863    0.011376399   0.0010436435
            670     0.01214234  0.00088563867    0.011637744   0.0011631265     0.01214234  0.00088563867
            680    0.011508916  0.00085294274    0.010912167  0.00077626838    0.011878517   0.0010667026
            690     0.01106363  0.00082609771    0.010585213   0.0007570556    0.011276763  0.00097130621
            700   0.0075436359  0.00068486666   0.0072946921  0.00095264354   0.0076099021  0.00066366342
            710   0.0081543542  0.00069831139   0.0076586634  0.00061091284   0.0085426562  0.00092172952
            720    0.007942917  0.00070752195   0.0075615663   0.0009411795   0.0079954806  0.00068862687
            730   0.0061979072  0.00060921442   0.0060166654  0.00055239809   0.0062657458  0.00074308267
            740   0.0061009303  0.00061839762    0.005789808  0.00054704626   0.0062611569  0.00081962178
            750   0.0057482765  0.00061272916   0.0055406141  0.00058969884   0.0058068752  0.00075409619
            760   0.0054446039  0.00060426264   0.0050766026  0.00080455581   0.0055459309  0.00059762036
            770    0.004691785  0.00056999884   0.0043556752  0.00076602067   0.0047202288  0.00054969258
            780   0.0038281947  0.00051906813   0.0036417438  0.00048089775   0.0039003837  0.00061559833
            790   0.0043183786  0.00050899854   0.0039980819  0.00068801608   0.0043930879  0.00049222979
            800   0.0043183786  0.00050899854   0.0039980819  0.00068801608   0.0043930879  0.00049222979
