#      R_yttbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      8.6155857     0.78302601      7.0456992     0.51263682        10.8734       1.315966
            0.2      16.883882      0.2932211      14.994617     0.24150365      18.978137      0.4020328
            0.4      25.784554     0.28426732       23.27029     0.26624632      28.191005     0.46053974
            0.6      34.057656     0.32292263      31.033951     0.29747926      37.068473     0.43652354
            0.8      41.686346     0.34986077      38.012101     0.34251872      45.279539     0.53196647
              1      49.765276     0.38371525      45.614309     0.35057305      53.691914     0.51544308
            1.2      57.775508     0.49171998       53.25112     0.42836954      61.824382     0.68051094
            1.4      66.861657     0.46350511      61.972081     0.46058018      70.991666     0.61941449
            1.6      81.071787      0.5474959      75.190092     0.62915949      86.256402     0.68691949
            1.8      98.443457     0.54220796      91.265876     0.60283624      104.75968     0.74412984
              2      125.29554     0.65136148      117.77283     0.69793757      131.17508     0.99303527
            2.2      161.87773     0.69819152      152.30034     0.63383122      169.61513     0.97339397
            2.4      215.33925     0.82656069      203.92617     0.81032494      224.55572      1.1389958
            2.6      291.89473     0.96491891      277.81998      1.0227367      304.14567      1.3731031
            2.8       389.5554      1.1072603      371.10168      1.0453431      406.78294      1.7927337
              3      435.11943      1.2269661      414.11724      1.1210892       456.2811      1.6320682
            3.2      174.58292     0.77910181      165.35949     0.78342739      182.66475      1.0930137
            3.4      77.551659     0.51462996      72.088483      0.4543712      83.141276     0.72176008
            3.6      38.538522     0.65964259      34.948957     0.36045872      41.014507     0.53103956
            3.8      19.516493     0.26039683      17.599395     0.23000814        21.7575     0.36127155
              4      10.413138     0.19140017       9.225404     0.16649701       11.77535     0.27057654
            4.2      5.9384875     0.18397911      5.2765362     0.19170099      6.6806384     0.21139612
            4.4      3.2805165     0.11018058       2.847708     0.10009681      3.8517538     0.14797766
            4.6      1.9185365    0.079195107       1.609424    0.065646312      2.3299603     0.11308562
            4.8     0.96168229     0.06377065     0.81543823    0.055730456      1.1437502    0.095643877
              5     0.96168229     0.06377065     0.81543823    0.055730456      1.1437502    0.095643877
