#     dphittbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      45.266701     0.85430712      40.322841     0.60541451      50.619659      1.3990284
            0.2      43.481038     0.41028225       39.52394     0.43357957      46.979311     0.78728548
            0.4      44.426875     0.44754242      40.494251     0.56087462      47.680121     0.57785779
            0.6      47.403839     0.38498248      43.089926     0.36134263      51.194601     0.52177305
            0.8       51.19567     0.39832231      46.713116     0.36870437      55.242188     0.53588157
              1      57.781467     0.41798333      52.820398     0.38032737      62.504315     0.56902729
            1.2      64.689544     0.53270678      59.482962     0.50560994      69.562045     0.71532319
            1.4      75.369927     0.48348442      69.677675     0.44619315      80.285252     0.65508573
            1.6      91.644394     0.52470971      85.041384     0.48162623      97.189462     0.72357299
            1.8      114.52494     0.81921278      105.63562     0.63295663      121.03141     0.81754423
              2      147.71493     0.68132802      138.97719     0.70220597      155.06329     0.92515444
            2.2      195.58202     0.77950535      184.56993     0.74553312      204.53111      1.0839748
            2.4      261.74923     0.96860734      248.28361     0.90057989      273.17532      1.2538759
            2.6      353.88952      1.0648637      336.47148      1.0944711      371.63939      1.7699591
            2.8      462.31569       1.215832      440.18682      1.1556741      483.18249      1.7000139
              3      376.70913      1.1047919      358.00934      1.0498946      396.19376      1.5500859
            3.2      376.70913      1.1047919      358.00934      1.0498946      396.19376      1.5500859
