#  dphiHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      116.64014     0.80418149      108.19752     0.63838876       124.9222      1.2768123
            0.2      113.86858     0.62534548      106.50817     0.56985313      120.38353     0.81771985
            0.4      113.19175     0.59568806      105.71703     0.55266698      119.62621     0.81942737
            0.6      111.71281     0.59440279      105.07527      0.7468334      118.86875      1.2174843
            0.8      113.45385     0.59385508      105.74255     0.55994254      120.49177     0.81564958
              1       114.6939      0.6256054      107.27971     0.57016926      121.33944     0.90181602
            1.2      117.85215     0.61237657      110.39497     0.55405593      124.87787     0.83683604
            1.4       124.8384     0.63560217      117.40775     0.62422922      130.98617     0.87063928
            1.6      133.32808     0.65082599      124.83573     0.60856785       141.6679     0.88556483
            1.8      144.76331     0.87903377      134.76061     0.69445181       152.1918     0.92959873
              2      160.34061     0.72863934      151.09007     0.69214142      168.52355      1.0081906
            2.2      179.34615     0.86612606      169.61315     0.80085242      188.13601      1.1988513
            2.4      202.51091      0.8951287      191.72082     0.87494215      212.83179      1.1561156
            2.6      231.02896     0.88850351      218.76146     0.82761266      241.73869      1.2524361
            2.8      260.03749      1.0033967      246.70547      1.0487677      272.56962      1.4891653
              3      196.13781     0.84059744      185.49018     0.74766657      206.91844      1.2325996
            3.2      196.13781     0.84059744      185.49018     0.74766657      206.91844      1.2325996
