# R_etattbarHig        central        num_err    min (scale)        num_err    max (scale)        num_err
# gs
              0              0              0              0              0              0              0
            0.2              0              0              0              0              0              0
            0.4              0              0              0              0              0              0
            0.6              0              0              0              0              0              0
            0.8              0              0              0              0              0              0
              1              0              0              0              0              0              0
            1.2              0              0              0              0              0              0
            1.4              0              0              0              0              0              0
            1.6              0              0              0              0              0              0
            1.8              0              0              0              0              0              0
              2              0              0              0              0              0              0
            2.2              0              0              0              0              0              0
            2.4              0              0              0              0              0              0
            2.6              0              0              0              0              0              0
            2.8              0              0              0              0              0              0
              3      109.76719    0.055750125      78.110618    0.039895594      165.60073     0.12693325
            3.2      118.67095    0.057275876      84.459887    0.041009841      186.34919     0.12351736
            3.4      59.578191    0.044097573      42.363697    0.031505168      94.436089    0.088475819
            3.6      34.203321    0.034431982      24.286972    0.024547011      53.850956    0.072843592
            3.8       20.61128    0.027131417      14.615979    0.019305791      32.227572    0.055000022
              4       12.99623    0.021736518       9.204357    0.015442207      20.236356    0.048022138
            4.2       8.560567    0.017737223      6.0569656    0.012584859      13.408787    0.036266266
            4.4      5.8458388    0.014739701      4.1328617     0.01044904      9.1606403    0.031242827
            4.6      4.1035882    0.012392672       2.899395   0.0087782347      6.5026879    0.030674084
            4.8      2.9717649    0.010568942      2.0988606   0.0074809902      4.7070466    0.023779732
              5      2.9717649    0.010568942      2.0988606   0.0074809902      4.7070466    0.023779732
