#     dphittbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      3.8401956     0.01343537      2.6956599   0.0096286439      5.6278668    0.019306891
            0.2      3.9559436    0.013432859      2.7806771   0.0096194075      5.7898435    0.019318253
            0.4      4.1408789    0.013587116      2.9143448   0.0097228238      6.0529114    0.019554215
            0.6      4.4987515    0.013985129      3.1701077    0.010002823      6.5677288    0.020135591
            0.8      4.9977084    0.014592563      3.5254905    0.010432272      7.2883823    0.021020321
              1      5.6638507    0.015388717      3.9999921    0.011001112      8.2498767    0.022165124
            1.2      6.6592846    0.016543253      4.7089881    0.011825683       9.686807    0.023827783
            1.4      8.1920255    0.018123986      5.8004371    0.012954051      11.899941    0.026104999
            1.6      10.416333    0.020195854      7.3843114    0.014431764      15.111809    0.029092583
            1.8      13.720689    0.022864416      9.7380368    0.016336515      19.881238    0.032937082
              2      18.854772    0.026412977       13.39408    0.018868998      27.445139    0.054725685
            2.2      27.088785    0.031066142      19.260342    0.022187107      41.538732    0.065438682
            2.4      40.321649    0.036981823      28.686488    0.026403022      64.624777    0.079202405
            2.6      61.329203    0.044045574      43.648517    0.031436022      101.33077    0.092103961
            2.8      91.275291    0.051158541      64.969672    0.036497188      153.64339     0.10575641
              3      81.759056      0.0490244      58.188357    0.034954845      138.42547     0.09755398
            3.2      81.759056      0.0490244      58.188357    0.034954845      138.42547     0.09755398
