#    masst+tbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0              0              0              0              0              0              0
             20              0              0              0              0              0              0
             40              0              0              0              0              0              0
             60              0              0              0              0              0              0
             80              0              0              0              0              0              0
            100              0              0              0              0              0              0
            120              0              0              0              0              0              0
            140              0              0              0              0              0              0
            160              0              0              0              0              0              0
            180              0              0              0              0              0              0
            200              0              0              0              0              0              0
            220              0              0              0              0              0              0
            240              0              0              0              0              0              0
            260              0              0              0              0              0              0
            280              0              0              0              0              0              0
            300              0              0              0              0              0              0
            320              0              0              0              0              0              0
            340     0.10076911   0.0002324314      0.0711259  0.00016896567      0.1465294  0.00032841144
            360     0.23166223  0.00031145583     0.16483922  0.00022494892     0.33429424  0.00044298344
            380     0.26359888  0.00031466472     0.18798482  0.00022625366      0.3796264  0.00044961499
            400     0.26869655  0.00030966229     0.19177868  0.00022208302     0.39104621  0.00078306507
            420     0.25963675  0.00030181002     0.18535459   0.0002162164     0.39511142  0.00064329679
            440      0.2447092  0.00029188707     0.17469924  0.00020894681     0.38357269  0.00057262508
            460     0.22699626  0.00028079176     0.16202718  0.00020087861     0.36297516  0.00055786114
            480     0.20823304  0.00026892028     0.14858723  0.00019226438     0.33943535  0.00054790747
            500     0.18904698  0.00025652883     0.13485348  0.00018330966      0.3115669  0.00058002805
            520     0.17230482  0.00024521147     0.12286651  0.00017512045     0.28676502  0.00049342954
            540     0.15606818  0.00023381939     0.11124234  0.00016689421     0.26136805  0.00052220759
            560     0.14106562  0.00022266469     0.10049786  0.00015882196     0.23715195  0.00044670865
            580     0.12715092  0.00021188416    0.090531666  0.00015102913     0.21397456  0.00046346017
            600      0.1148566  0.00020171317    0.081742912  0.00014370002     0.19377516  0.00041301821
            620     0.10330758  0.00019163967    0.073478984  0.00013642965     0.17440571  0.00039442244
            640    0.093576293  0.00018265106    0.066517527  0.00012994185      0.1583322  0.00041552364
            660    0.084569867  0.00017380078    0.060075952  0.00012355642     0.14207331  0.00034757932
            680    0.076399817  0.00016531088    0.054239848  0.00011743745     0.12791741  0.00033389696
            700    0.069004201  0.00015724004    0.048965039  0.00011164137     0.11538106  0.00030970703
            720     0.06242017   0.0001496718    0.044257224  0.00010618152     0.10386749   0.0002836424
            740    0.056772618  0.00014275728    0.040228657  0.00010120786    0.094383175  0.00026815103
            760    0.051652826  0.00013631045    0.036578578  9.6578017e-05    0.085614962  0.00028417592
            780    0.046640369  0.00012950476    0.033009202  9.1697463e-05    0.076902338  0.00024616381
            800     0.04249025  0.00012370534    0.030049388  8.7525901e-05    0.069538422  0.00023360379
            820    0.038515885   0.0001177699    0.027219988  8.3267896e-05    0.062969548  0.00022101858
            840     0.03535279  0.00011282855    0.024965389  7.9713322e-05    0.057598033  0.00023102884
            860    0.032155273  0.00010764775    0.022690455  7.5991449e-05    0.052377436  0.00020669476
            880    0.029233771  0.00010262945    0.020620529  7.2424226e-05    0.047111409  0.00019229916
            900    0.026762262  9.8212669e-05    0.018861028  6.9247032e-05    0.042970176  0.00017821505
            920    0.024398457  9.3829709e-05    0.017183351  6.6106227e-05    0.039055481  0.00017498399
            940    0.022206567   8.946835e-05    0.015624087   6.297347e-05    0.035216282  0.00015718897
            960    0.020543723  8.5988988e-05    0.014444669  6.0483624e-05    0.032694245  0.00022328421
            980    0.018862986  8.2453541e-05    0.013255991  5.7965377e-05    0.029765428  0.00014632671
           1000    0.018862986  8.2453541e-05    0.013255991  5.7965377e-05    0.029765428  0.00014632671
