#R_etaHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      2.0924683   0.0087355484      1.4909593   0.0062317717      3.6748044    0.017599707
            0.2      5.9668038    0.014657679        4.25162    0.010457883      10.370927     0.02781727
            0.4      9.1406243    0.018044997      6.5132094     0.01287695      15.744592    0.034587518
            0.6      11.680592     0.02035021      8.3246073    0.014526728      19.905273    0.038439629
            0.8      13.666827    0.021978957      9.7402753    0.015693206      23.016741    0.043091672
              1      15.294222    0.023242316      10.898573    0.016596776       25.52703    0.045657863
            1.2      16.806187    0.024342327      11.976065    0.017384582      27.727698    0.050301931
            1.4      18.244813    0.025368711      12.999024    0.018119965      29.907161    0.054544995
            1.6      19.868726    0.026479944      14.153586    0.018916405      32.384063    0.054357666
            1.8       21.73407    0.027694379      15.479062    0.019786711      35.125459    0.052221824
              2      24.154178    0.029183203      17.198706    0.020853797      38.799092    0.055985453
            2.2      27.154392    0.030930129      19.328842     0.02210629      43.336546    0.059960325
            2.4      30.949239    0.032983511      22.021916     0.02357813      48.918724    0.063795267
            2.6      35.872506    0.035433123      25.510914    0.025332037      55.668951    0.065324548
            2.8      41.692713     0.03806312      29.634729    0.027214619      62.560995    0.068514543
              3      43.113917    0.038812036      30.614671    0.027742125      62.440456    0.055886916
            3.2      20.282936    0.027367684      14.353177    0.019488167      29.494219    0.039583785
            3.4      10.920571    0.020339235      7.7030577    0.014434541      15.940326    0.029537197
            3.6      6.5388859    0.015899809      4.5994215     0.01125081      9.5760174    0.023172583
            3.8      4.0862672    0.012714254      2.8668435   0.0089738515        6.00232    0.018588996
              4      2.5994358    0.010243563      1.8202913   0.0072183591      3.8267726    0.015006676
            4.2      1.6772614   0.0083652214      1.1720926   0.0058809195       2.475213    0.012291552
            4.4      1.0976305   0.0068180932     0.76617575   0.0047903756      1.6220018    0.010026147
            4.6     0.72147874   0.0056315059     0.50287955    0.003949315      1.0680299   0.0083009603
            4.8     0.47697062   0.0046719096     0.33187509   0.0032714545     0.70747368   0.0069002997
              5     0.47697062   0.0046719096     0.33187509   0.0032714545     0.70747368   0.0069002997
