#  dphiHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      17.327894    0.024720872      12.329314    0.017624204      28.592537    0.050968404
            0.2      17.128117    0.024575673      12.187814    0.017522793      28.111202    0.049845638
            0.4      16.984446    0.024486994      12.085709    0.017461903      27.807806    0.055794374
            0.6      16.885944    0.024447409      12.015383    0.017436591      27.501909    0.054759416
            0.8      16.994872    0.024536633      12.092789    0.017502077      27.655867    0.053574819
              1      17.372431    0.024833859      12.361667    0.017716783      28.135566    0.051321514
            1.2      18.032111    0.025311325      12.829323    0.018059077      29.200091     0.05140211
            1.4      19.071043    0.026056435      13.567668    0.018594558      30.821588    0.052139656
            1.6      20.512822    0.027039551      14.591437    0.019299516      33.094153    0.050294996
            1.8      22.507587    0.028320513      16.007195    0.020216304      36.224129    0.053892386
              2      25.092896     0.02991336      17.841963    0.021359598      40.326082    0.059803307
            2.2      28.593623    0.031886205      20.324304    0.022769691      45.536124     0.06275422
            2.4      32.990506    0.034169829      23.440392    0.024404037      51.694955    0.069476327
            2.6      38.530057    0.036809721      27.362056    0.026290384      58.794612     0.06651498
            2.8       44.49327    0.039449136       31.57431    0.028175749      64.487182     0.05686251
              3      34.196799    0.035172292      24.254176    0.025117458       49.59313    0.050706537
            3.2      34.196799    0.035172292      24.254176    0.025117458       49.59313    0.050706537
