# detaHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4     0.44526475   0.0043406154     0.31106876   0.0030513153     0.65735739   0.0063793698
           -3.8     0.61197627   0.0050331918     0.42813596   0.0035417718     0.90198192    0.007386352
           -3.6     0.83724474    0.005826391     0.58652067   0.0041035283      1.2320724   0.0085410528
           -3.4      1.1137503   0.0066703306     0.78121666   0.0047039971      1.6364844   0.0097613107
           -3.2      1.5036188   0.0077091915       1.055808   0.0054420561      2.2065693     0.01126794
             -3      1.9840285    0.008795724      1.3952181   0.0062169583        2.90652    0.012835068
           -2.8      2.5928176       0.010011      1.8265174   0.0070865062      3.7907521    0.014581761
           -2.6      3.3786747    0.011367805      2.3827494   0.0080563099        4.93319    0.016533511
           -2.4      4.3798217    0.012869913      3.0939121   0.0091341729      6.3828316    0.018684722
           -2.2      5.5652169    0.014466677      3.9359588     0.01027976      8.0989491    0.020972065
             -2      7.0315658    0.016201055      4.9799762    0.011526069      10.271285    0.033988088
           -1.8      8.7418974    0.018008833      6.1980306    0.012825696       12.99016    0.036507857
           -1.6      10.799647    0.019949123      7.6662012    0.014223412      16.262364    0.036847062
           -1.4      13.090535    0.021894018      9.3020342     0.01562533      19.937197    0.052120478
           -1.2      15.680965    0.023853717      11.152819    0.017035718      24.257189    0.046200045
             -1      18.376274    0.025729411      13.078701    0.018386507      28.733051    0.049133669
           -0.8      21.023283    0.027417098      14.971948    0.019603955      33.270117    0.052011806
           -0.6      23.448969    0.028866177      16.707254    0.020648361      37.422699    0.061339201
           -0.4      25.279757    0.029890407       18.01612    0.021385331      40.547662    0.058760096
           -0.2      26.378438    0.030472977      18.802488     0.02180363      42.467936    0.060245376
              0      26.354668      0.0304682      18.784165    0.021799413      42.371094    0.058970789
            0.2      25.301767     0.02989047      18.031678    0.021384266      40.555712    0.062473857
            0.4      23.401878    0.028831561      16.672878    0.020622756      37.308309    0.058582453
            0.6      21.096515    0.027465212      15.024229    0.019638362      33.460923    0.053950292
            0.8      18.349187    0.025729123      13.058355    0.018387384      28.874008    0.050925187
              1      15.657153    0.023855598      11.135381    0.017038033      24.446993    0.046813259
            1.2      13.097301    0.021900433      9.3058812    0.015628593      20.263341    0.045581031
            1.4      10.817127    0.019965108      7.6779683    0.014233392      16.636518    0.042675607
            1.6      8.7405709    0.018007754      6.1974811    0.012825247      13.308264    0.036201547
            1.8      6.9852142     0.01615597      4.9471431    0.011494834      10.562589    0.031260101
              2      5.5593799    0.014454161       3.932189    0.010271158      8.3214811    0.033042512
            2.2      4.3527596    0.012848681      3.0741303    0.009119998       6.529217    0.028016943
            2.4      3.4041833    0.011404605      2.4009129    0.008082859       5.054995    0.023675419
            2.6      2.6065534    0.010026273      1.8360035   0.0070988333       3.907836    0.023844481
            2.8      1.9900352   0.0087988976      1.3999214   0.0062201467      2.9425224    0.020813199
              3      1.5036702   0.0076998488       1.055926   0.0054382388      2.2671041    0.016905525
            3.2      1.1290345   0.0066988951     0.79234594   0.0047271797       1.691457    0.015107988
            3.4     0.82806217    0.005801586     0.57988239   0.0040855852      1.2296164    0.017248196
            3.6     0.61625852   0.0050277673      0.4313699    0.003540956     0.92965973      0.0136949
            3.8      0.4501546   0.0043317631      0.3147661   0.0030468986     0.69375552    0.012748957
              4      0.4501546   0.0043317631      0.3147661   0.0030468986     0.69375552    0.012748957
