# R_yttbarHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
              0              0              0              0              0              0              0
            0.2              0              0              0              0              0              0
            0.4              0              0              0              0              0              0
            0.6              0              0              0              0              0              0
            0.8              0              0              0              0              0              0
              1              0              0              0              0              0              0
            1.2              0              0              0              0              0              0
            1.4              0              0              0              0              0              0
            1.6              0              0              0              0              0              0
            1.8              0              0              0              0              0              0
              2              0              0              0              0              0              0
            2.2              0              0              0              0              0              0
            2.4              0              0              0              0              0              0
            2.6              0              0              0              0              0              0
            2.8              0              0              0              0              0              0
              3      235.06545     0.06402517      167.49377    0.046032866      376.34771     0.15435663
            3.2      122.77072    0.057725118      87.100271    0.041170449      186.57565     0.12939011
            3.4      21.750723    0.027954008      15.308132     0.01973587      31.836968    0.040830509
            3.6      5.1817592    0.013901533      3.6185746   0.0097306053       7.654586    0.020512983
            3.8      1.3856519   0.0071936267     0.96070943    0.004997137         2.0644    0.010712014
              4     0.39545121   0.0038318075     0.27199658   0.0026417343     0.59469216   0.0057580462
            4.2      0.1146314   0.0020552656     0.07824404   0.0014064492     0.17393405   0.0031156881
            4.4    0.034837355   0.0011268685     0.02366414  0.00076749989    0.053165542   0.0017182181
            4.6    0.010675132  0.00062647998   0.0071435979  0.00042067365    0.016569988  0.00097084718
            4.8   0.0030957881   0.0003394276   0.0020704571  0.00022800514   0.0048094777  0.00052614401
              5   0.0030957881   0.0003394276   0.0020704571  0.00022800514   0.0048094777  0.00052614401
