#       dyttbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4     0.12455394   0.0024675956    0.082300576   0.0016348619     0.19575919   0.0038696899
           -3.8     0.18824723   0.0028414542     0.12523697   0.0018956989     0.29359962   0.0044218229
           -3.6     0.26540481   0.0032812794     0.17774794   0.0022042607     0.41083074   0.0050673785
           -3.4     0.37270422   0.0039103855     0.25122305   0.0026445898      0.5727934   0.0059954397
           -3.2     0.49038965   0.0045568251      0.3325963   0.0031028224     0.74840233   0.0069329681
             -3     0.66568254   0.0053727559     0.45411242   0.0036819482      1.0393864    0.014839502
           -2.8     0.87387176   0.0061967586     0.59938305   0.0042717369      1.5464439    0.015528512
           -2.6      1.1898024   0.0071947295      0.8205656    0.004991843      2.3672743     0.02590925
           -2.4      1.6795349   0.0084140512      1.1649148   0.0058704022      3.4980988     0.02650837
           -2.2      2.4373563   0.0098678415      1.6989347   0.0069194796        5.14286    0.042577248
             -2      3.6213361    0.011775719      2.5351063   0.0082898407      7.2816951    0.033708333
           -1.8      5.3977322    0.014221473      3.7949324     0.01004843      10.266213    0.034692537
           -1.6      7.9254172    0.017123383      5.5924764    0.012137813      14.193446    0.037834151
           -1.4      11.301588    0.020276591      8.0008384     0.01441031         19.107    0.043424958
           -1.2      15.386135    0.023482122      10.922959    0.016728861      24.707282     0.05537105
             -1      20.014585    0.026599916      14.240228    0.018988763      31.019812    0.052147536
           -0.8      24.746462    0.029432459      17.637242    0.021050043       37.31432    0.056492207
           -0.6       29.16323    0.031864558      20.809786     0.02282577       43.26836    0.059254921
           -0.4      32.631524    0.033762219      23.298244    0.024219271      47.871602    0.064653357
           -0.2      34.661532    0.035014747      24.746249    0.025146876      50.621426    0.065123872
              0      34.722757    0.035030041      24.790652     0.02515747        50.7312    0.061110929
            0.2      32.688726    0.033784082      23.339414     0.02423493      47.999721    0.068386395
            0.4      29.168632    0.031876965      20.813037    0.022834636      43.299573    0.057779459
            0.6      24.792669    0.029455174      17.670985    0.021066792      37.402568    0.061679555
            0.8      20.021929    0.026603628      14.245844    0.018991844       31.03606    0.050802684
              1      15.372724    0.023462127      10.914058    0.016714601      24.739494     0.04615584
            1.2      11.228047     0.02021903      7.9491599    0.014371003      18.938794    0.041017731
            1.4      7.9288126     0.01711513      5.5952884    0.012131327       14.17032    0.037423902
            1.6      5.3923025     0.01421374      3.7909839    0.010042544      10.257061    0.035946327
            1.8      3.6407307    0.011802675      2.5493468   0.0083102312      7.3412158    0.040811062
              2      2.4202313   0.0098539588      1.6869079   0.0069100186      5.0483393    0.031759495
            2.2      1.6784456   0.0083980089      1.1642559   0.0058587886      3.4927839    0.026105819
            2.4      1.1943975   0.0072189333     0.82380831   0.0050083716      2.3468534    0.024333341
            2.6     0.87297419   0.0061993894     0.59898236    0.004275665      1.5611027    0.017554929
            2.8      0.6613066   0.0053448778      0.4509378   0.0036611024       1.040376    0.013927714
              3     0.49933743   0.0045706144      0.3387746   0.0031114084     0.76177964   0.0069554075
            3.2     0.35874005    0.003842928     0.24169353   0.0025984527     0.55160073   0.0058924725
            3.4     0.26253805   0.0032744591      0.1758277   0.0022002404     0.40637881   0.0050553718
            3.6     0.18438738   0.0028246875     0.12260508   0.0018839177     0.28773244   0.0043972096
            3.8     0.12130119    0.002433461    0.080134844   0.0016123729     0.19069253   0.0038159473
              4     0.12130119    0.002433461    0.080134844   0.0016123729     0.19069253   0.0038159473
