#        etatop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4     0.26594903   0.0044368805     0.18045644   0.0031587981     0.46398898   0.0093460918
           -3.8      0.4057773   0.0052597568     0.27668427   0.0037434676     0.71594607    0.011281288
           -3.6     0.63232595   0.0062775864      0.4328554   0.0044667538      1.1304737    0.013598343
           -3.4     0.98255811   0.0074418223     0.67701112   0.0052898626       1.704904    0.014580956
           -3.2      1.4778195   0.0087244921       1.023805   0.0062003687      2.4899597    0.028001587
             -3      2.2286651    0.010252119      1.5519719   0.0072837532      3.5639788    0.021009268
           -2.8       3.217967    0.011898997      2.2513418    0.008453585      4.9813788    0.032614213
           -2.6      4.5052304    0.013674061      3.1652465   0.0097209818      7.0822301    0.033000883
           -2.4      6.1200224    0.015598635      4.3149114    0.011097765      9.7614319    0.039381158
           -2.2      7.9863895    0.017516372      5.6474477    0.012472338      12.688012    0.038917139
             -2      10.000373    0.019339618      7.0886678    0.013782008      15.918593    0.039299404
           -1.8       12.09963    0.021030397      8.5942018    0.014999292      19.215709    0.040940687
           -1.6      14.127447     0.02253872      10.048562    0.016085431      22.357563    0.047685568
           -1.4      15.876408    0.023729554      11.305384    0.016943448      25.032051    0.051113318
           -1.2      17.303594    0.024663081      12.330835    0.017617058      27.194767    0.047772358
             -1      18.376736    0.025314496      13.102099    0.018085037      28.812413    0.045903589
           -0.8      18.970612    0.025664529      13.529953    0.018337604      29.624147    0.045783041
           -0.6      19.388125    0.025906062      13.831397    0.018512884      30.263373    0.050507763
           -0.4      19.489671    0.025948111      13.903483    0.018540198      30.320996    0.045132182
           -0.2      19.482407    0.025939422      13.898477    0.018533788      30.313681    0.044846275
              0      19.507998    0.025956572      13.917867    0.018547739      30.304983    0.045873999
            0.2      19.486452    0.025952056      13.901596    0.018543961      30.290301    0.046308682
            0.4      19.297943    0.025848115       13.76561    0.018469499      29.984221    0.047477865
            0.6      18.990677    0.025677276       13.54408    0.018346431      29.597379    0.046374347
            0.8       18.31229    0.025276286      13.055314    0.018057233       28.60488    0.045963343
              1      17.288908    0.024650162      12.320363    0.017607615      27.117784    0.044557858
            1.2      15.852942    0.023715953      11.289129    0.016935592      24.956398    0.045331906
            1.4      14.126204    0.022532796      10.048285    0.016081358      22.354428    0.043336443
            1.6       12.06775    0.021017046       8.570646    0.014989989      19.177928    0.040369146
            1.8       10.00653    0.019341262      7.0932808    0.013783427      15.994871    0.040034391
              2      7.9848132    0.017493989      5.6470771    0.012456634      12.815306    0.036009757
            2.2      6.1034753    0.015579943      4.3029872     0.01108366      9.8484208    0.036232895
            2.4       4.522751     0.01370662      3.1775563   0.0097413994      7.3293525    0.030319311
            2.6      3.2272191    0.011905625      2.2578106   0.0084580614      5.1393567    0.035869978
            2.8      2.2199948    0.010241071      1.5459491   0.0072758688      3.6171773    0.021145221
              3      1.4846717   0.0087439572      1.0285539   0.0062161699      2.5513484    0.019168294
            3.2     0.96942981   0.0074573876     0.66722318   0.0053027252      1.7841196    0.014693909
            3.4      0.6267824   0.0062809055     0.42922079   0.0044682593      1.1895192    0.011705435
            3.6     0.42109033   0.0053215876     0.28749881   0.0037863087     0.79037307   0.0093693368
            3.8     0.27180472   0.0044613514       0.184409   0.0031751365     0.51641134   0.0075541329
              4     0.27180472   0.0044613514       0.184409   0.0031751365     0.51641134   0.0075541329
